#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c19-Potency_&#956;M","p450-cyp2c19-Curve_Description","p450-cyp2c19-Fit_LogAC50","p450-cyp2c19-Fit_HillSlope","p450-cyp2c19-Fit_R2","p450-cyp2c19-Fit_InfiniteActivity_%","p450-cyp2c19-Fit_ZeroActivity_%","p450-cyp2c19-Fit_CurveClass","p450-cyp2c19-Excluded_Points","p450-cyp2c19-Max_Response","p450-cyp2c19-Activity at 0.0007 uM_%","p450-cyp2c19-Activity at 0.00160 uM_%","p450-cyp2c19-Activity at 0.00368 uM_%","p450-cyp2c19-Activity at 0.00820 uM_%","p450-cyp2c19-Activity at 0.018 uM_%","p450-cyp2c19-Activity at 0.041 uM_%","p450-cyp2c19-Activity at 0.091 uM_%","p450-cyp2c19-Activity at 0.204 uM_%","p450-cyp2c19-Activity at 0.457 uM_%","p450-cyp2c19-Activity at 1.022 uM_%","p450-cyp2c19-Activity at 2.286 uM_%","p450-cyp2c19-Activity at 5.111 uM_%","p450-cyp2c19-Activity at 11.43 uM_%","p450-cyp2c19-Activity at 25.56 uM_%","p450-cyp2c19-Activity at 57.14 uM_%"
4623,4246451,3240799,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.07946,Partial curve; high efficacy,-5.15,1.5095,0.9306,-126.637,0.7074,-2.1,0 0 0 0 0 0 0,-122.6262,,,-9.455,,-19.4618,,13.96,,18.8499,,-24.1027,,-83.1847,,-122.626
4624,4246446,3240794,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,2.1876,0.9489,-78.4976,-5.6052,-2.2,0 0 0 0 0 0 0,-62.8271,,,-3.5867,,-5.5973,,3.2247,,-13.1289,,-8.7418,,-11.8666,,-62.8271
4625,4246428,3240776,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.94328,Partial curve; high efficacy,-5.1,1.4641,0.9494,-158.083,-8.5911,-2.1,0 0 0 0 0 0 0,-144.753,,,-12.6113,,11.4483,,-31.4741,,-6.386,,-26.9042,,-102.781,,-144.753
4626,4246423,3240771,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.9673,0.9292,-75.3279,-23.776,-2.2,0 0 0 1 0 0 0,-73.3193,,,-22.0275,,-16.7674,,-34.1553,,8.8865,,-24.4529,,-50.0528,,-73.3193
4627,4246398,2927070,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.25893,Complete curve; high efficacy,-5.9,0.9,0.9849,-120.281,-5.9011,-1.1,0 0 0 0 0 0 0,-113.3814,,,-13.0174,,-0.6917,,-14.5577,,-43.4669,,-72.4134,,-112.282,,-113.381
4628,4246365,3240719,"NCGC",,Unspecified,,,"",2009/07/08,2,46,5.01187,Partial curve; high efficacy,-5.3,1.111,0.9938,-160.124,13.7848,-2.1,1 0 0 0 0 0 0,-150.6673,,,55.2119,,7.0637,,21.6423,,-0.5244,,-37.1996,,-108.805,,-150.667
4629,4246352,2771368,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.4641,0.9482,-98.5483,-7.4796,-2.1,0 0 0 0 0 0 0,-92.3404,,,-21.607,,-7.6175,,-1.2565,,2.456,,-19.7801,,-56.3437,,-92.3404
4630,4246300,3240669,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,1.8851,0.971,-101.81,-15.1137,-2.1,1 0 0 0 0 1 0,-101.3164,,,-30.3677,,-8.62,,-25.3475,,-12.7593,,-46.3067,,20.9149,,-101.316
4631,4246297,564795,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.07946,Partial curve; high efficacy,-5.15,1.331,0.9954,-142.039,20.9854,-2.1,0 0 1 0 0 0 0,-131.3199,,,13.0486,,24.1279,,-54.7169,,21.6153,,-9.0111,,-86.0309,,-131.32
4632,4246294,3240665,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,1.9673,0.9274,-118.388,0.6151,-2.1,0 0 0 0 0 0 0,-107.3706,,,-17.5497,,-9.2567,,10.828,,15.6473,,2.6675,,-35.256,,-107.371
4633,4246292,3240663,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9975,-133.481,-1.767,-2.1,1 0 0 0 0 0 0,-106.8614,,,-23.6669,,-1.9098,,-4.4525,,-5.1147,,-28.3735,,-63.5957,,-106.861
4634,4246287,3240659,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,2.4064,0.9874,-124.911,-17.6205,-2.1,1 0 0 0 0 0 0,-122.433,,,-44.7199,,-16.9451,,-12.3912,,-26.5165,,-15.8914,,-64.4581,,-122.433
4635,4246277,3240651,"NCGC",,Unspecified,,,"",2009/07/08,2,40,17.7828,Partial curve; partial efficacy,-4.75,1.331,0.9047,-75.6715,9.5102,-2.2,0 0 0 0 0 0 0,-63.0596,,,7.2881,,27.1438,,-0.9533,,7.1732,,-1.3381,,-18.7357,,-63.0596
4636,4246249,3240627,"NCGC",,Unspecified,,,"",2009/07/08,2,44,10,Partial curve; high efficacy,-5,0.7,0.9337,-173.966,7.9638,-2.1,0 0 0 0 0 0 0,-136.3438,,,-7.5657,,22.933,,-1.9653,,0.6966,,-59.8096,,-73.9447,,-136.344
4637,4246248,3240626,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.2876,0.9935,-108.047,17.0396,-2.1,0 0 0 0 0 0 0,-92.8789,,,18.2471,,10.2343,,20.7184,,17.8283,,3.5798,,-40.6871,,-92.8789
4638,4246222,3240601,"NCGC",,Unspecified,,,"",2009/07/08,2,45,2.23872,Partial curve; partial efficacy,-5.65,0.4,0.9291,-97.5825,20.4801,-2.2,0 0 0 0 0 0 0,-73.2742,,,23.26,,-10.5798,,-6.042,,-11.5989,,-36.6308,,-62.1674,,-73.2742
4639,4246203,3240582,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.9673,0.9985,-91.075,19.9648,-2.1,0 0 0 0 0 0 0,-88.3738,,,19.2582,,17.6879,,18.7677,,22.5417,,13.8184,,-41.9508,,-88.3738
4640,4246167,3240546,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,3.5117,0.9718,-128.714,8.1304,-2.1,1 0 0 0 0 0 0,-126.356,,,26.97,,-6.0061,,4.3886,,21.47,,15.6452,,-67.0581,,-126.356
4641,4246165,3240544,"NCGC",,Unspecified,,,"",2009/07/08,2,42,15.8489,Partial curve; high efficacy,-4.8,0.8,0.9631,-159.026,16.0349,-2.1,0 0 0 0 0 0 0,-120.3737,,,25.3985,,14.2187,,17.3605,,-9.7262,,-16.9562,,-48.0492,,-120.374
4642,4246162,3240541,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,2.7202,0.9288,-84.5046,-8.6906,-2.1,1 0 0 0 0 0 0,-83.3671,,,19.77,,-19.9013,,-14.6318,,-3.7523,,3.5389,,-35.1506,,-83.3671
4643,4246149,3240530,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.331,0.9578,-112.002,-17.0113,-2.1,0 0 0 0 0 0 0,-100.8701,,,-16.9203,,-29.014,,-6.2948,,-21.5392,,-26.0711,,-72.3824,,-100.87
4644,4246142,3240524,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.8079,0.9918,-135.787,12.8709,-2.1,0 0 0 0 0 0 0,-103.4514,,,10.429,,19.1287,,16.0449,,8.8792,,6.8042,,-10.0103,,-103.451
4645,4246110,3240495,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.21,0.9714,-69.885,-10.0055,-2.2,0 0 0 0 0 0 0,-62.9333,,,-14.2178,,-11.4786,,-9.3216,,-4.2837,,-21.1727,,-42.7521,,-62.9333
4646,4246096,3240481,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.5386,0.9623,-128.206,16.7521,-2.1,0 0 0 0 0 0 0,-117.7634,,,-3.3796,,25.6468,,16.0943,,27.9075,,2.5329,,-55.1428,,-117.763
4647,4246090,3240476,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,2.2526,0.9475,-116.106,-15.924,-2.1,0 0 0 0 0 0 0,-109.9365,,,-16.7534,,-14.7956,,-32.1134,,-4.4822,,-13.1863,,-42.4554,,-109.937
4648,4246078,3240467,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.5386,0.9891,-138.682,7.5564,-2.1,1 0 0 0 0 0 0,-124.7278,,,22.8726,,-2.2781,,12.6179,,12.6619,,-3.7589,,-61.2187,,-124.728
4649,4246050,3240443,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.9673,0.98,-81.6254,19.1873,-2.2,1 0 0 0 0 0 0,-76.6641,,,48.9091,,16.3907,,21.1173,,27.0509,,8.7645,,-14.2385,,-76.6641
4650,4246039,3240432,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.07946,Partial curve; high efficacy,-5.15,1,0.9741,-128.837,-15.4902,-2.1,0 0 0 0 0 0 0,-115.7896,,,-11.6819,,-27.5293,,-9.3609,,-18.3527,,-48.3399,,-83.7215,,-115.79
4651,4245981,3240381,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.25893,Complete curve; high efficacy,-5.9,2.2481,0.985,-124.14,14.7564,-1.1,0 0 0 0 0 0 0,-125.455,,,29.8752,,12.9647,,0.7796,,3.5644,,-95.7669,,-121.396,,-125.455
4652,4245941,3240349,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.8851,0.9683,-126.716,12.0337,-2.1,0 0 0 0 0 0 0,-121.2652,,,1.2805,,29.1558,,0.5035,,17.4998,,0.9882,,-74.6222,,-121.265
4653,4245895,135005,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,3.132,0.9114,-69.3968,11.1872,-2.2,0 0 0 0 0 0 0,-69.5488,,,5.5465,,0.4807,,2.3121,,23.0528,,24.1961,,-17.2752,,-69.5488
4654,4245775,3240206,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.6924,0.9505,-76.7658,13.6299,-2.2,1 0 0 0 0 0 0,-69.4964,,,34.707,,0.4254,,18.1061,,23.1024,,7.5723,,-22.6293,,-69.4964
4655,4245749,3240186,"NCGC",,Unspecified,,,"",2009/07/08,2,44,6.30957,Partial curve; high efficacy,-5.2,1,0.9942,-120.783,-25.3453,-2.1,0 0 0 0 0 0 0,-107.1566,,,-25.2065,,-28.4922,,-27.2509,,-28.4737,,-49.7705,,-88.1259,,-107.157
4656,4245737,3240174,"NCGC",,Unspecified,,,"",2009/07/08,2,85,5.01187,Complete curve; high efficacy,-5.3,1.21,0.943,-144.7,-43.0974,-1.1,0 0 0 0 0 0 0,-139.9763,,,-59.4221,,-42.1669,,-26.4544,,-49.8302,,-73.3902,,-115.874,,-139.976
4657,4245711,715715,"NCGC",,Unspecified,,,"",2009/07/08,2,89,1.12202,Complete curve; high efficacy,-5.95,1.7137,0.973,-135.5,-5.2342,-1.1,0 0 0 0 0 0 0,-134.7259,,,14.8218,,-18.3612,,-14.8635,,-26.5418,,-106.615,,-133.121,,-134.726
4658,4245701,742810,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.94328,Complete curve; partial efficacy,-5.1,4.5045,0.9919,-69.58,-8.4242,-1.2,0 0 0 0 0 0 0,-69.3548,,,-3.6261,,-10.8077,,-9.6557,,-10.8816,,-7.8298,,-59.8862,,-69.3548
4659,4245695,3240136,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.94328,Partial curve; high efficacy,-5.1,1.21,0.968,-136.191,-6.4381,-2.1,0 0 0 0 0 0 0,-124.2222,,,-15.9128,,4.5392,,-17.776,,-0.3089,,-32.3384,,-83.8991,,-124.222
4660,4245676,3240119,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,2.7202,0.9314,-96.6873,-5.8965,-2.1,0 0 0 0 0 0 0,-85.2423,,,-18.1905,,3.7225,,-14.8917,,0.4159,,-1.1703,,-13.0761,,-85.2423
4661,4245655,3240102,"NCGC",,Unspecified,,,"",2009/07/08,2,90,1.99526,Complete curve; high efficacy,-5.7,1,0.9881,-177.516,0,-1.1,0 0 0 0 0 0 0,-161.5363,,,-9.7605,,10.3298,,-11.077,,-32.332,,-93.2995,,-156.196,,-161.536
4662,4245647,3240094,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,3.132,0.9645,-99.4395,0,-2.1,0 0 0 0 0 0 0,-99.3359,,,-7.0331,,-6.8137,,13.5987,,-5.1146,,4.8471,,-50.5656,,-99.3359
4663,4245646,3240093,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3443,0.9685,-84.8821,17.1852,-2.2,1 0 0 0 0 0 0,-74.7706,,,-12.4143,,15.4136,,20.4469,,22.0816,,-0.4712,,-17.6375,,-74.7706
4664,4245636,3240083,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; high efficacy,-4.65,1.331,0.9116,-104.535,-8.1189,-2.1,0 0 0 0 0 0 0,-91.1205,,,5.0684,,-14.0004,,-1.7458,,-17.9175,,-21.2113,,-28.6994,,-91.1205
4665,4245624,3240072,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.3443,0.9329,-85.1468,3.0487,-2.2,0 0 0 0 0 0 0,-74.665,,,14.3602,,-3.9678,,9.02,,-0.4457,,-11.8713,,-23.4284,,-74.665
4666,4245612,3240062,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1,Complete curve; partial efficacy,-6,1.2221,0.9734,-71.3546,-1.6567,-1.2,0 0 0 0 0 0 0,-71.6761,,,-5.8788,,-5.1234,,4.8908,,-26.252,,-50.7437,,-68.0347,,-71.6761
4667,4245574,3240030,"NCGC",,Unspecified,,,"",2009/07/08,2,42,15.8489,Partial curve; high efficacy,-4.8,1,0.9744,-133.821,19.078,-2.1,0 0 0 0 0 0 0,-105.8395,,,30.432,,18.1311,,15.6314,,8.8454,,-8.6427,,-36.6343,,-105.84
4668,4245567,1267735,"NCGC",,Unspecified,,,"",2009/07/08,2,82,10,Complete curve; high efficacy,-5,4.095,0.9635,-118.832,-42.7547,-1.1,1 1 0 0 0 0 0,-119.4115,,,-40.7164,,4.0417,,-46.6325,,-50.264,,-32.1033,,-90.2837,,-119.411
4669,4245512,3239976,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,1.111,0.995,-169.451,26.5442,-2.1,0 0 0 0 0 0 0,-142.6363,,,19.0839,,25.2178,,28.6168,,27.8889,,-5.8512,,-70.8537,,-142.636
4670,4245496,3239961,"NCGC",,Unspecified,,,"",2009/07/08,2,43,12.5893,Partial curve; high efficacy,-4.9,0.7,0.9547,-186.292,-5.3357,-2.1,0 0 0 0 0 0 0,-142.5394,,,-7.4379,,9.9103,,-31.0733,,-15.1551,,-51.4181,,-90.0224,,-142.539
4671,4245487,3239954,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.41254,Complete curve; high efficacy,-5.85,1.331,0.96,-108.844,-26.6571,-1.1,0 0 0 0 0 0 0,-110.2013,,,-32.913,,-34.5194,,-14.2154,,-45.1402,,-81.2722,,-100.968,,-110.201
4672,4245444,3239915,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.446684,Complete curve; high efficacy,-6.35,1,0.993,-89.4595,-2.0664,-1.1,0 0 0 0 0 0 0,-89.9522,,,-8.0264,,-0.0647,,-17.2499,,-46.9355,,-74.4259,,-85.0891,,-89.9522
4673,4245363,2155329,"NCGC",,Unspecified,,,"",2009/07/08,2,88,2.81838,Complete curve; high efficacy,-5.55,2.7202,0.9886,-163.328,4.5621,-1.1,0 0 0 0 0 0 0,-168.0413,,,-9.2081,,1.2651,,10.8875,,14.4409,,-57.1279,,-153.925,,-168.041
4674,4245312,3239797,"NCGC",,Unspecified,,,"",2009/07/08,2,45,7.07946,Partial curve; high efficacy,-5.15,1,0.99,-177.915,18.5287,-2.1,1 0 0 0 0 0 0,-157.0854,,,-40.531,,8.5521,,19.3786,,17.6275,,-35.2438,,-99.8446,,-157.085
4675,4245303,3239791,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.6266,0.9636,-141.146,-7.1093,-2.1,0 0 0 0 0 0 0,-133.6179,,,0.9806,,-17.241,,-19.4226,,8.5674,,-20.4719,,-89.4027,,-133.618
4676,4245293,998899,"NCGC",,Unspecified,,,"",2009/07/08,2,88,3.54813,Complete curve; high efficacy,-5.45,0.7,0.9612,-184.088,-4.8916,-1.1,1 0 0 0 0 0 0,-158.1621,,,-27.2538,,4.8896,,-37.3192,,-36.6757,,-71.2408,,-138.675,,-158.162
4677,4245288,3239778,"NCGC",,Unspecified,,,"",2009/07/08,2,82,7.94328,Complete curve; high efficacy,-5.1,4.095,0.9782,-93.4336,-16.9775,-1.1,1 0 0 0 0 0 0,-94.6124,,,-47.0577,,-12.9102,,-22.8512,,-9.1057,,-22.9687,,-78.2143,,-94.6124
4678,4245285,3239775,"NCGC",,Unspecified,,,"",2009/07/08,2,88,3.54813,Complete curve; high efficacy,-5.45,1.4641,0.9713,-175.189,-14.0307,-1.1,1 0 0 0 0 0 0,-172.2982,,,-27.5807,,3.0858,,-35.9016,,-19.1198,,-69.0346,,-151.874,,-172.298
4679,4245266,3239757,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.41254,Complete curve; high efficacy,-5.85,1.6259,0.9802,-110.782,-2.9782,-1.1,0 0 0 0 0 0 0,-113.1656,,,-16.4417,,5.9641,,0.9184,,-17.3208,,-77.6767,,-104.197,,-113.166
4680,4245246,684970,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; partial efficacy,-5.2,0.4,0.9276,-102.915,-4.2781,-2.2,0 0 0 0 0 0 0,-79.1907,,,-0.3264,,-18.1081,,-30.2543,,-24.537,,-43.2173,,-54.8829,,-79.1907
4681,4245234,3239725,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,0.9,0.9972,-118.243,9.829,-1.1,0 0 0 0 0 0 0,-111.8458,,,11.0166,,4.6488,,7.5345,,-14.1062,,-53.075,,-89.5941,,-111.846
4682,4245229,3239722,"NCGC",,Unspecified,,,"",2009/07/08,2,45,6.30957,Partial curve; high efficacy,-5.2,1,0.9762,-160.119,15.2808,-2.1,0 0 0 0 0 0 0,-144.0442,,,7.6952,,25.7421,,-1.2611,,16.8642,,-36.249,,-94.6281,,-144.044
4683,4245214,3239709,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.25893,Complete curve; partial efficacy,-5.9,0.7,0.9926,-68.5926,31.0793,-1.2,1 0 0 0 0 0 0,-62.4896,,,-7.1486,,25.4072,,19.7768,,-6.5762,,-24.8166,,-52.4944,,-62.4896
4684,4245209,3239705,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,1.21,0.9774,-74.3498,-2.642,-2.2,0 0 0 0 0 0 0,-67.6732,,,-8.7405,,-5.3591,,3.7467,,-3.6084,,-17.8632,,-51.025,,-67.6732
4685,4245202,3239699,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.7,0.939,-123.877,12.5011,-2.1,0 0 0 0 0 0 0,-93.3094,,,25.7483,,12.3887,,-5.7086,,-9.621,,-8.593,,-54.4062,,-93.3094
4686,4245173,3239672,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.707946,Complete curve; high efficacy,-6.15,0.6,0.9978,-118.548,28.4169,-1.1,0 0 0 0 0 0 0,-107.9394,,,21.2283,,14.8869,,-1.3929,,-39.6118,,-68.2474,,-96.4936,,-107.939
4687,4245155,3239657,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9793,-104.062,11.8518,-2.1,0 0 0 0 0 0 0,-82.4239,,,20.6349,,10.6556,,3.6042,,1.8979,,-7.7526,,-40.3245,,-82.4239
4688,4245151,3239654,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.4163,0.9849,-79.7546,10.5,-2.2,0 0 0 0 0 0 0,-71.0455,,,8.503,,7.7725,,8.7214,,18.0309,,-0.855,,-35.65,,-71.0455
4689,4245140,3239643,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.4729,0.9885,-79.0199,20.0404,-2.2,0 0 0 0 0 0 0,-78.1555,,,13.8802,,16.4277,,21.4023,,27.3205,,17.0864,,-36.7316,,-78.1555
4690,4245131,684679,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.94328,Partial curve; high efficacy,-5.1,1.1,0.9323,-165.523,-15.923,-2.1,1 0 0 0 0 0 0,-148.3758,,,-21.7063,,-0.9868,,-40.7925,,-30.9163,,-33.6106,,-112.055,,-148.376
4691,4245127,3239631,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.98107,Complete curve; high efficacy,-5.4,1.6604,0.962,-138.799,-26.3701,-1.1,0 0 0 0 0 0 0,-138.4269,,,-40.1134,,-33.3395,,-11.3885,,-20.5962,,-61.9625,,-120.287,,-138.427
4692,4245122,3239626,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.562341,Complete curve; high efficacy,-6.25,0.9,0.9757,-112.089,12.9672,-1.1,0 0 0 0 0 0 0,-106.0046,,,9.2766,,16.7108,,-19.9055,,-33.4718,,-90.9159,,-106.786,,-106.005
4693,4245119,3239624,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.2876,0.9769,-121.501,13.241,-2.1,1 0 0 0 0 0 0,-106.7679,,,33.1435,,4.2563,,25.642,,9.1917,,-3.1781,,-45.5988,,-106.768
4694,4245114,3239620,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.21,0.9534,-96.2167,-29.709,-2.1,0 0 0 0 0 0 0,-87.919,,,-30.9794,,-22.1974,,-38.8019,,-27.1393,,-38.8016,,-63.5349,,-87.919
4695,4245105,3239613,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,2.7202,0.9588,-158.89,-17.8973,-2.1,0 0 0 0 0 0 0,-157.0141,,,-11.8451,,-12.6667,,-41.2477,,-16.1079,,-9.3781,,-66.1852,,-157.014
4696,4245095,3239604,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.4787,0.9128,-90.5273,-6.175,-2.1,0 0 0 0 0 0 0,-80.8561,,,-9.6872,,2.7831,,-20.9687,,5.8943,,-14.2337,,-41.8107,,-80.8561
4697,4245059,719070,"NCGC",,Unspecified,,,"",2009/07/08,2,44,6.30957,Partial curve; high efficacy,-5.2,0.6,0.9548,-124.424,14.1422,-2.1,0 0 0 0 0 0 0,-98.7764,,,19.0757,,16.6812,,-11.9714,,-15.8959,,-24.0196,,-67.6905,,-98.7764
4698,4245044,3239564,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.7,0.9474,-127.153,-14.0728,-2.1,0 0 0 0 0 0 0,-98.1778,,,-13.6626,,-4.7773,,-28.164,,-30.6791,,-31.5992,,-70.6835,,-98.1778
4699,4245025,5771376,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.2475,0.9741,-125.566,0,-2.1,0 0 0 0 0 0 0,-111.152,,,-13.0584,,-1.8427,,9.0965,,3.2625,,-17.0339,,-62.6088,,-111.152
4700,4245019,3239543,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.4787,0.9531,-90.7296,8.0787,-2.1,0 0 0 0 0 0 0,-86.3796,,,2.3804,,-2.9304,,14.1909,,21.3364,,-9.4466,,-52.3514,,-86.3796
4701,4245001,3239527,"NCGC",,Unspecified,,,"",2009/07/08,2,48,3.16228,Partial curve; high efficacy,-5.5,0.4,0.985,-173.84,41.9793,-2.1,0 0 0 0 0 0 0,-131.4122,,,30.0465,,18.4034,,-7.0317,,-26.6517,,-45.7552,,-92.7311,,-131.412
4702,4244981,3239509,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.81838,Complete curve; partial efficacy,-5.55,0.6,0.9343,-85.7583,15.4397,-1.2,0 0 0 0 0 0 0,-67.8156,,,11.356,,20.9793,,-6.9909,,-10.9789,,-20.8906,,-65.8622,,-67.8156
4703,4244968,3239498,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.4641,0.9867,-88.667,-0.5624,-2.1,1 0 0 0 0 0 0,-80.9205,,,-23.462,,-6.4705,,4.7031,,-2.2846,,-15.7296,,-63.2612,,-80.9205
4704,4244940,3239474,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.111,0.9847,-98.3274,-0.4475,-2.1,0 0 0 0 0 0 0,-81.9395,,,-3.4997,,7.5358,,-3.58,,-4.7192,,-13.0629,,-42.1288,,-81.9395
4705,4244899,741378,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.9673,0.9955,-110.767,21.3141,-2.1,0 0 0 1 0 0 0,-102.754,,,22.6228,,21.3333,,22.5062,,90.3227,,12.4258,,-20.6716,,-102.754
4706,4244887,3239428,"NCGC",,Unspecified,,,"",2009/07/08,2,46,3.16228,Partial curve; high efficacy,-5.5,1.1,0.9631,-127.597,-12.153,-2.1,1 0 0 0 0 1 0,-121.5223,,,-44.7345,,-22.4274,,0.0078,,-28.7028,,-60.448,,-18.6925,,-121.522
4707,4244884,5771375,"NCGC",,Unspecified,,,"",2009/07/08,2,45,7.94328,Partial curve; high efficacy,-5.1,1.6266,0.973,-185.284,-3.8569,-2.1,0 0 0 0 0 0 0,-178.509,,,-5.4137,,14.3377,,-25.8235,,-2.0473,,-24.1099,,-117.874,,-178.509
4708,4244817,101181,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,2.7868,0.9665,-107.597,-29.5994,-2.1,0 0 0 0 0 0 0,-98.2513,,,-38.8175,,-24.9074,,-30.897,,-24.3402,,-28.8519,,-34.9094,,-98.2513
4709,4244810,3239359,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.21,0.987,-99.7426,-21.9196,-1.1,0 0 0 0 0 0 0,-98.2507,,,-25.0847,,-24.8872,,-15.086,,-30.2731,,-57.1168,,-86.6545,,-98.2507
4710,4244777,3239329,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,1.3987,0.9764,-146.975,19.4686,-2.1,0 0 0 0 0 0 0,-110.8907,,,28.171,,26.7022,,20.9262,,10.0999,,3.1093,,-19.8697,,-110.891
