#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
3870,4238006,3233119,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.9282,0.9765,-95.352,3.014,-2.1,0 0 0 0 0 0 0,-87.77,,,-5.61,,0.5471,,11.95,,4.745,,2.128,,-33.96,,-87.77
3871,4237994,3233107,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,0.7,0.9651,-90.6199,-3.3163,-1.1,0 0 0 0 0 0 0,-84.19,,,-11.54,,3.973,,-21.81,,-31.18,,-53.65,,-77.47,,-84.19
3872,4237985,3233098,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.1,0.981,-91.4426,-2.2268,-1.1,0 0 0 0 0 0,-89.63,,,,,-10.3,,2.638,,-9.139,,-41.97,,-70.88,,-89.63
3873,4237982,3233095,"NCGC",,Unspecified,,,"",2009/07/08,2,46,0.398107,Partial curve; partial efficacy,-6.4,2.7202,0.9811,-65.296,10.5,-2.2,0 0 0 0 0,-63.58,,,16.42,,3.422,,10.41,,-36.04,,-63.58,,,,
3874,4237966,3233079,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1,0.9253,-101.856,2.504,-2.1,0 0 0 0 0 0,-84.88,,,,,-5.413,,15.04,,-2.366,,-20.37,,-31.72,,-84.88
3875,4237963,3233076,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.9282,0.9816,-91.9401,-0.6639,-2.1,0 0 0 0 0 0 0,-87.17,,,-9.5,,-1.882,,3.556,,4.469,,-4.111,,-41.88,,-87.17
3876,4237960,3233073,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.5095,0.973,-69.157,8.291,-2.2,0 0 0 0 0 0,-60.79,,,,,3.855,,10.45,,15.03,,-0.9654,,-19.52,,-60.79
3877,4237957,3233070,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.58489,Complete curve; partial efficacy,-5.8,2.7202,0.9419,-68.7155,-2.911,-1.2,0 0 0 0 0 0 0,-72.36,,,-13.01,,11.75,,-7.74,,-3.693,,-53.54,,-63.36,,-72.36
3878,4237938,3233051,"NCGC",,Unspecified,,,"",2009/07/08,2,63,5.01187,Complete curve; partial efficacy,-5.3,1.21,0.9665,-85.1,15.401,-1.2,0 0 0 0 0 0,-76.75,,,,,22.26,,16.99,,-2.634,,-7.107,,-63.83,,-76.75
3879,4237914,3233027,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.4787,0.9356,-79.796,-0.58,-2.2,0 0 0 0 0 0,-76.88,,,,,-4.935,,-8.4,,13.92,,-16.04,,-47.96,,-76.88
3880,4237909,3233022,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.4641,0.9581,-96.518,-0.5045,-2.1,0 0 0 0 0 0 0,-88.84,,,-5.277,,-12.54,,12.06,,1.344,,-17.61,,-68.44,,-88.84
3881,4237908,3233021,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.9673,0.9852,-76.887,9.8665,-2.2,0 0 0 0 0 0,-71.35,,,,,15.98,,5.31,,11.65,,3.77,,-20.35,,-71.35
3882,4237891,3233004,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.2526,0.9357,-74.788,8.374,-2.2,0 0 0 0 0 0,-70.03,,,,,1.021,,7.428,,0.9459,,22.49,,-18.96,,-70.03
3883,4237889,3233002,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,0.9,0.9824,-92.933,6,-1.1,0 0 0 0 0 0,-88.42,,,,,-0.2147,,8.29,,-24.17,,-50.4,,-79.34,,-88.42
3884,4237887,3233000,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.1,0.967,-77.412,1.5727,-2.2,0 0 0 0 0 0,-64.51,,,,,4.036,,-0.7894,,2.904,,-14.17,,-25.13,,-64.51
3885,4237885,3232998,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.8,0.9486,-98.921,7.5,-2.2,0 0 0 0 0 0 0,-75.23,,,6.649,,11.22,,3.526,,8.446,,-23.45,,-30.59,,-75.23
3886,4237874,3232987,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.8473,0.9717,-77.0745,1.1785,-2.2,0 0 0 0 0 0 0,-74.08,,,-4.739,,-2.062,,-0.245,,4.565,,9.135,,-36.71,,-74.08
3887,4237872,3232985,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.25893,Complete curve; high efficacy,-5.9,1.3723,0.9966,-81.6683,6.5,-1.1,0 0 0 0 0 0 0,-82.4,,,4.692,,9.717,,2.596,,-9.837,,-56.93,,-74.87,,-82.4
3888,4237871,3232984,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,0.7,0.999,-90.3067,3.3366,-1.1,0 0 0 0 0 0,-86.67,,,,,-2.724,,-16.98,,-39.7,,-62.6,,-78.84,,-86.67
3889,4237864,3232977,"NCGC",,Unspecified,,,"",2009/07/08,2,44,2.51189,Partial curve; high efficacy,-5.6,0.8,0.9585,-87.596,1.0959,-2.1,0 0 0 0 0 0,-83.83,,,,,-7.958,,5.211,,-16.54,,-47.63,,-60.55,,-83.83
3890,4237852,3232965,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.0479,0.8871,-70.7331,12.6225,-2.2,0 0 0 0 0 0 0,-67.78,,,-1.221,,33.2,,16.03,,2.498,,9.137,,-23.81,,-67.78
3891,4237841,3232954,"NCGC",,Unspecified,,,"",2009/07/08,2,50,0.251189,Partial curve; partial efficacy,-6.6,0.6,0.9559,-96.8,21.282,-2.2,0 0 0 0 0,-74.78,,,10.86,,7.898,,-30.78,,-40.55,,-74.78,,,,
3892,4237838,3232951,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,4.9549,0.984,-87.7752,7.2464,-2.1,0 0 0 0 0 0,-87.38,,,,,-0.4024,,16.14,,8.048,,5.027,,-56.02,,-87.38
3893,4237837,3232950,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1.2221,0.9732,-87.928,0.0233,-2.2,0 0 0 0 0 0 0,-78.69,,,-5.381,,-5.021,,6.077,,4.647,,-16.52,,-46.09,,-78.69
3894,4237836,3232949,"NCGC",,Unspecified,,,"",2009/07/08,2,46,0.794328,Partial curve; partial efficacy,-6.1,1.2221,0.9938,-86.2069,0.9371,-2.2,0 0 0 0 0,-67.62,,,-0.1079,,3.009,,-8.1,,-27.43,,-67.62,,,,
3895,4237833,3232946,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.8851,0.9716,-73.298,-3.646,-2.2,0 0 0 0 0 0 0,-64.71,,,-7.264,,-0.0305,,-7.74,,-5.999,,1.75,,-22.4,,-64.71
3896,4237831,3232944,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.9549,0.8548,-63.896,8.5,-2.2,0 0 0 1 0 0,-61.58,,,,,-9.92,,29.28,,7.673,,39.86,,-42.38,,-61.58
3897,4237826,3232939,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.9549,0.9825,-79.1415,6.4215,-2.2,0 0 0 0 0 0,-76.85,,,,,7.459,,4.328,,14.72,,0.2397,,-53.18,,-76.85
3898,4237824,3232937,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.2475,0.9751,-101.381,3.5592,-2.1,0 0 0 0 0 0,-87.45,,,,,-2.958,,14.24,,-2.145,,-6.981,,-45.96,,-87.45
3899,4237811,3232924,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.5722,0.978,-71.5565,8,-2.2,0 0 0 0 0 0 0,-71.61,,,-0.7976,,7.999,,15.9,,8.143,,9.346,,-40.68,,-71.61
3900,4237808,3232921,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,3.0654,0.9508,-94.1289,-7.9901,-2.1,0 0 0 0 0 0,-93.22,,,,,-19.69,,-1.222,,-13.5,,1.681,,-45.26,,-93.22
3901,4237792,3232905,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9951,-109.246,8.5,-2.1,0 0 0 0 0 0,-86.7,,,,,7.085,,10.36,,0.9602,,-14.26,,-44.11,,-86.7
3902,4237787,3232900,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,1.331,0.9383,-66.884,-2.986,-1.2,0 0 0 0 0 0 0,-64.07,,,-7.783,,-7.888,,10.79,,-13.04,,-27.04,,-59.33,,-64.07
3903,4237781,3232894,"NCGC",,Unspecified,,,"",2009/07/08,2,46,1,Partial curve; partial efficacy,-6,1.7529,0.9039,-82.46,1.816,-2.2,0 0 0 0 0,-66.48,,,15.36,,-11.89,,1.349,,-15.36,,-66.48,,,,
3904,4237778,3232891,"NCGC",,Unspecified,,,"",2009/07/08,2,82,7.94328,Complete curve; high efficacy,-5.1,4.095,0.9563,-89.13,3.6824,-1.1,0 0 0 0 0 0 0,-91.81,,,13.4,,-9.776,,6.265,,12.98,,-6.642,,-70.25,,-91.81
3905,4237776,3232889,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1,Complete curve; high efficacy,-6,0.8,0.9959,-91.3757,0.8277,-1.1,0 0 0 0 0 0,-85.46,,,,,-1.933,,-12.92,,-30.6,,-58.52,,-83.51,,-85.46
3906,4237775,3232888,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.5045,0.9837,-78.5209,-5.9432,-2.2,0 0 0 0 0 0,-78.72,,,,,0.7115,,-9.279,,-10.94,,-3.98,,-52.78,,-78.72
3907,4237755,3232868,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.4641,0.9849,-99.8113,-5.5185,-2.1,0 0 0 0 0 0 0,-92.96,,,-11.65,,2.225,,-7.401,,-8.242,,-12.77,,-58.28,,-92.96
3908,4237754,3232867,"NCGC",,Unspecified,,,"",2009/07/08,2,82,7.94328,Complete curve; high efficacy,-5.1,4.9549,0.9668,-92.2774,3.1134,-1.1,0 0 0 0 0 0 0,-91.6,,,10.11,,1.382,,12.18,,-12.71,,4.748,,-79.75,,-91.6
3909,4237736,3232849,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.2475,0.906,-76.036,-0.765,-2.2,0 0 0 0 0 0 0,-66.28,,,-6.636,,-11.78,,5.609,,11.37,,-13.33,,-35.26,,-66.28
3910,4237735,3232848,"NCGC",,Unspecified,,,"",2009/07/08,2,45,1,Partial curve; partial efficacy,-6,1.111,0.9855,-79.333,-8.225,-2.2,0 0 0 0 0,-61.52,,,-6.43,,-7.924,,-16.9,,-27.67,,-61.52,,,,
3911,4237720,3232833,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.3987,0.966,-88.561,3.959,-2.2,0 0 0 0 0 0 0,-67.1,,,3.383,,13.31,,5.739,,-2.916,,-2.923,,-18.2,,-67.1
3912,4237718,3232831,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1,0.9792,-92.5655,-2.3295,-2.1,0 0 0 0 0 0,-81.03,,,,,2.265,,-3.52,,-15.09,,-17.51,,-57.65,,-81.03
3913,4237715,3232828,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1.1,0.9772,-80.5431,12.0372,-1.2,0 0 0 0 0 0 0,-79.24,,,6.072,,9.898,,21.07,,-8.517,,-35.43,,-68.92,,-79.24
3914,4237712,3232825,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,0.7,0.9254,-98.232,0.3234,-2.1,0 0 0 0 0 0 0,-81.86,,,0.5668,,9.906,,-22.14,,-15.26,,-27.68,,-69.39,,-81.86
3915,4237711,3232824,"NCGC",,Unspecified,,,"",2009/07/08,2,46,0.501187,Partial curve; partial efficacy,-6.3,1.2475,0.9847,-70.1407,-0.0033,-2.2,1 0 0 0 0,-63.87,,,21.38,,1.163,,-11.21,,-29.98,,-63.87,,,,
3916,4237705,3232818,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; partial efficacy,-5.2,1.21,0.9588,-87.0285,22.4658,-2.2,0 0 0 0 0 0,-79.21,,,,,27.77,,27.55,,1.144,,4.727,,-53.99,,-79.21
3917,4237700,3232813,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.5095,0.977,-83.0736,-2.7856,-2.2,0 0 0 0 0 0 0,-65.24,,,1.112,,-6.565,,2.616,,-6.523,,-7.161,,-21.19,,-65.24
3918,4237693,3232806,"NCGC",,Unspecified,,,"",2009/07/08,2,46,0.501187,Partial curve; partial efficacy,-6.3,0.9,0.9875,-76.3135,17.0005,-2.2,0 0 0 0 0,-60.4,,,14.02,,16.27,,-2.979,,-24.24,,-60.4,,,,
3919,4237688,3232801,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,4.095,0.9783,-78.5465,21.2173,-2.1,0 0 0 0 0 0 0,-80.81,,,30.86,,21.81,,10.04,,25.71,,17.5,,-57.08,,-80.81
3920,4237685,3232798,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,0.8,0.9933,-117.456,3.5558,-2.1,0 0 0 0 0 0 0,-92.8,,,8.794,,-0.8069,,-1.693,,-6.243,,-22.79,,-62.23,,-92.8
3921,4237679,3232792,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,0.7,0.9477,-110.196,11.18,-2.1,0 0 0 0 0 0 0,-91.83,,,14.82,,19.97,,-11.54,,-7.69,,-19.61,,-67.1,,-91.83
3922,4237654,3232767,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.251189,Complete curve; high efficacy,-6.6,0.7,0.9984,-89.9324,6.1072,-1.1,0 0 0 0 0 0,-87.03,,,,,-6.994,,-24.75,,-53.75,,-71.72,,-85.08,,-87.03
3923,4237652,3232765,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.630957,Complete curve; high efficacy,-6.2,0.9,0.9999,-94.896,1.3613,-1.1,1 0 0 0 0 0 0,-92.83,,,-29.93,,-1.687,,-13.42,,-40.06,,-72.04,,-88.16,,-92.83
3924,4237630,3232743,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.9841,-94.1305,5.1055,-2.2,0 0 0 0 0 0,-76.03,,,,,11.86,,-0.9696,,-0.87,,-7.958,,-42.96,,-76.03
3925,4237625,3232738,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,0.6,0.991,-101.104,15,-1.1,0 0 0 0 0 0,-89.67,,,,,9.182,,-12.81,,-28.18,,-54.61,,-82.7,,-89.67
3926,4237624,3232737,"NCGC",,Unspecified,,,"",2009/07/08,2,48,0.251189,Partial curve; partial efficacy,-6.6,0.6,0.9325,-85.588,16.5,-2.2,0 0 0 0 0,-65.68,,,17.04,,-13.72,,-13.02,,-43.03,,-65.68,,,,
3927,4237611,3232724,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.94328,Complete curve; partial efficacy,-5.1,4.095,0.9772,-71.1025,-2.151,-1.2,0 0 0 0 0 0 0,-72.44,,,-6.07,,3.816,,-5.054,,4.07,,-7.872,,-56.48,,-72.44
3928,4237609,3232722,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.0794328,Complete curve; high efficacy,-7.1,0.8,0.9933,-88.514,7.024,-1.1,0 0 0 0 0 0,-89.11,,,,,-12.99,,-47.21,,-67.09,,-81.61,,-87.29,,-89.11
3929,4237604,3232717,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.5,0.9007,-102.675,15,-2.1,0 0 0 0 0 0,-89.71,,,,,9.82,,7.329,,-31.92,,-32.97,,-45.83,,-89.71
3930,4237602,3232715,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.3987,0.9947,-90.5672,1.0168,-1.1,0 0 0 0 0 0 0,-89.41,,,1.166,,5.422,,-2.918,,-5.806,,-25,,-73.43,,-89.41
3931,4237600,3232713,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.21,0.9657,-84.156,10.1975,-1.2,1 0 0 0 0 0 0,-77.63,,,-18.34,,11.69,,16.32,,-8.521,,-15.45,,-68.5,,-77.63
3932,4237584,3232697,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.158489,Complete curve; high efficacy,-6.8,0.6,0.9965,-97.9985,31.1084,-1.1,0 0 0 0 0 0 0,-95.85,,,21.54,,-1.582,,-20.03,,-53.05,,-75.34,,-88.65,,-95.85
3933,4237581,3232694,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,0.9,0.829,-105.745,10.2629,-2.1,0 0 0 0 0 0 0,-83.62,,,16.33,,24.41,,-18.08,,19.37,,-19.97,,-29.17,,-83.62
3934,4237577,3232690,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,2.0937,0.9702,-88.333,5.3365,-2.1,0 0 0 0 0 0 0,-83.05,,,-7.088,,8.406,,10.22,,9.35,,5.26,,-39.95,,-83.05
3935,4237558,3232671,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.8,0.8337,-92.7414,11.0943,-2.2,0 0 0 0 0 0 0,-69.36,,,-7.077,,36.3,,9.684,,-7.454,,-6.7,,-38.01,,-69.36
3936,4237553,3232666,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.8265,0.9671,-89.6855,-4.591,-2.1,0 0 0 0 0 0 0,-85.95,,,-14.57,,-2.103,,-8.428,,4.96,,-10.74,,-59.47,,-85.95
3937,4237552,3232665,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.7,0.9762,-94.3263,3.4529,-2.2,0 0 0 0 0 0 0,-71.86,,,9.083,,2.733,,-1.225,,-9.159,,-16.97,,-36.18,,-71.86
3938,4237537,3232650,"NCGC",,Unspecified,,,"",2009/07/08,2,51,0.125893,Partial curve; high efficacy,-6.9,0.8,0.9991,-98.924,4.8756,-2.1,0 0 0 0 0,-89.92,,,-0.1204,,-14.7,,-39.64,,-73.01,,-89.92,,,,
3939,4237514,3232627,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,2.4729,0.9752,-81.0555,8.5,-2.1,0 0 0 0 0 0 0,-80.03,,,3.211,,2.127,,19.58,,8.102,,6.98,,-42.84,,-80.03
3940,4237511,3232624,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,0.6,0.988,-89.5571,-5.2079,-2.2,0 0 0 0 1 0 0,-69.19,,,-7.307,,-3.899,,-9.846,,-20.65,,6.425,,-45.9,,-69.19
3941,4237506,3232619,"NCGC",,Unspecified,,,"",2009/07/08,2,46,0.501187,Partial curve; partial efficacy,-6.3,1.21,0.9419,-72.8667,-1.9866,-2.2,0 0 0 0 0,-64.05,,,5.816,,-13.31,,-8.49,,-33.85,,-64.05,,,,
3942,4237501,3232614,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.4163,0.9748,-67.8645,7,-2.2,0 0 0 0 0 0 0,-61.36,,,2.912,,13.99,,9.14,,1.129,,0.0666,,-25.47,,-61.36
3943,4237490,3232603,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.1341,0.9977,-110.812,4.5238,-2.1,0 0 0 0 0 0,-92.76,,,,,6.765,,0.9114,,2.145,,-8.9,,-50.91,,-92.76
3944,4237479,3232592,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,2.4064,0.8248,-72.03,-2.462,-2.2,0 0 0 0 0 0 0,-63.39,,,8.633,,-19.32,,-4.839,,-9.14,,11.23,,-11.89,,-63.39
3945,4237477,3232590,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1,0.9871,-89.11,10.5,-2.1,0 0 0 0 0 0 0,-83,,,9.281,,4.777,,16.8,,-3.086,,-24.19,,-63.07,,-83
3946,4237473,3232586,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.8851,0.9718,-83.1536,-6.3146,-2.2,0 0 0 0 0 0,-74.41,,,,,-11.58,,-3.446,,-11.17,,-0.7942,,-25.2,,-74.41
3947,4237472,3232585,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.8579,0.9921,-95.1293,-3.4777,-1.1,0 0 0 0 0 0 0,-93.79,,,-10.96,,-0.9988,,-1.68,,-1.888,,-28.45,,-84.37,,-93.79
3948,3717981,2502130,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9792,-122.035,-4.8629,-2.1,0 0 0 0 0 0 0,-98.0604,,,0.5691,,-9.3605,,-11.6696,,-2.4892,,-30.341,,-59.642,,-98.0604
3949,3717960,2368170,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1,0.9517,-106.477,8.9371,-1.1,0 0 0 0 0 0 0,-97.6682,,,15.1312,,-5.6827,,21.493,,-13.2707,,-28.612,,-80.0975,,-97.6682
3950,3717951,2090740,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.562341,Complete curve; high efficacy,-6.25,0.9,0.9961,-92.7906,-0.5445,-1.1,1 0 0 0 0 0 0,-94.3789,,,-30.1171,,-5.097,,-15.0301,,-41.472,,-73.8987,,-83.2836,,-94.3789
3951,3717932,2326513,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.141254,Complete curve; high efficacy,-6.85,1.2221,0.9838,-97.1019,-28.7724,-1.1,0 0 0 0 0 0 0,-98.2231,,,-34.6905,,-26.8936,,-57.0199,,-82.4053,,-94.0344,,-97.0535,,-98.2231
3952,3717536,2161090,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.111,0.9678,-72.7836,2.571,-2.2,0 0 0 0 0 0 0,-60.653,,,7.9277,,-2.7743,,7.6808,,-3.5398,,-6.4209,,-27.5842,,-60.653
3953,3717426,2575543,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.6,0.957,-123.453,8.5683,-2.1,0 0 0 0 0 0 0,-93.9524,,,13.1509,,-0.4492,,1.8562,,-6.3539,,-33.0879,,-42.7314,,-93.9524
3954,3717359,2999963,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.891251,Complete curve; high efficacy,-6.05,0.9,0.9972,-129.142,12.4371,-1.1,0 0 0 0 0 0 0,-124.316,,,6.9103,,13.8731,,-3.4935,,-37.9488,,-86.0282,,-118.032,,-124.316
3955,3717182,2570225,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,0.7,0.9821,-103.548,4.5831,-1.1,0 0 0 0 0 0 0,-92.0539,,,6.2839,,0.5072,,-18.596,,-23.1902,,-58.1213,,-88.3837,,-92.0539
3956,3716539,2434657,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.1,0.9931,-136.535,-3.6618,-2.1,0 0 0 0 0 0 0,-121.916,,,-7.4128,,-8.219,,0.1426,,-4.163,,-31.4068,,-77.4232,,-121.916
3957,3716458,2999625,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,0.6,0.9925,-122.594,-1.0536,-1.1,0 0 0 0 0 0 0,-104.795,,,0.5649,,-9.3824,,-19.3842,,-32.5406,,-56.0965,,-92.4039,,-104.795
3958,3716390,2122192,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.54813,Partial curve; partial efficacy,-5.45,0.9,0.9643,-71.4083,21.5609,-2.2,0 0 0 0 0 0 0,-62.8233,,,27.5829,,12.6003,,24.3283,,0.7345,,-8.9486,,-51.4526,,-62.8233
3959,3716063,2115176,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,4.5045,0.9719,-73.7204,5.9214,-2.2,0 0 0 0 0 0 0,-74.4158,,,3.4,,-2.2793,,5.4191,,4.7919,,17.1554,,-53.3237,,-74.4158
3960,3715881,2999387,"NCGC",,Unspecified,,,"",2009/07/08,2,87,2.23872,Complete curve; high efficacy,-5.65,1,0.9792,-138.388,5.0457,-1.1,0 0 0 0 0 0 0,-126.736,,,17.4263,,-6.8254,,-7.783,,-12.3901,,-69.9611,,-116.045,,-126.736
3961,3715599,2695338,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.2221,0.9791,-81.693,-1.6189,-2.2,0 0 0 0 0 0 0,-71.2521,,,0.3845,,-5.209,,4.9371,,-5.5306,,-12.6541,,-33.9284,,-71.2521
3962,3715559,2104232,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.9673,0.992,-93.9467,1.002,-2.1,1 0 0 0 0 0 0,-92.8723,,,30.5984,,-2.0569,,7.1081,,-3.4958,,-6.305,,-61.6286,,-92.8723
