#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp3a4-Potency_&#956;M","p450-cyp3a4-Curve_Description","p450-cyp3a4-Fit_LogAC50","p450-cyp3a4-Fit_HillSlope","p450-cyp3a4-Fit_R2","p450-cyp3a4-Fit_InfiniteActivity_%","p450-cyp3a4-Fit_ZeroActivity_%","p450-cyp3a4-Fit_CurveClass","p450-cyp3a4-Excluded_Points","p450-cyp3a4-Max_Response_%","p450-cyp3a4-Activity at 0.0007 uM_%","p450-cyp3a4-Activity at 0.00164 uM_%","p450-cyp3a4-Activity at 0.00366 uM_%","p450-cyp3a4-Activity at 0.00818 uM_%","p450-cyp3a4-Activity at 0.018 uM_%","p450-cyp3a4-Activity at 0.041 uM_%","p450-cyp3a4-Activity at 0.091 uM_%","p450-cyp3a4-Activity at 0.204 uM_%","p450-cyp3a4-Activity at 0.457 uM_%","p450-cyp3a4-Activity at 1.022 uM_%","p450-cyp3a4-Activity at 2.286 uM_%","p450-cyp3a4-Activity at 5.111 uM_%","p450-cyp3a4-Activity at 11.43 uM_%","p450-cyp3a4-Activity at 25.56 uM_%","p450-cyp3a4-Activity at 57.14 uM_%"
3682,4243504,3238216,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.7885,0.9962,-71.9897,4.5,-2.2,0 0 0 0 0 0 0,-66.0302,,,3.6383,,4.3431,,6.4347,,5.2999,,-0.9036,,-22.6289,,-66.0302
3683,4243489,3238204,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.9998,-97.6637,3.3441,-2.2,0 0 0 0 0 0 0,-79.5898,,,3.5249,,3.5287,,1.7559,,0.062,,-12.6057,,-44.2024,,-79.5898
3684,4243433,3238158,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,1.331,0.996,-100.059,-1.4775,-1.1,0 0 0 0 0 0 0,-99.6321,,,-0.013,,-4.9344,,-2.6924,,-11.0576,,-57.2384,,-86.7649,,-99.6321
3685,4243422,3238148,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1.2221,0.9935,-83.0459,0.296,-2.2,0 0 0 0 0 0 0,-74.6216,,,-2.3109,,-1.7697,,2.418,,1.9746,,-13.4206,,-43.9441,,-74.6216
3686,4243385,3238115,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1,0.9918,-75.9677,0.0109,-1.2,0 0 0 0 0 0 0,-75.3898,,,-2.8842,,-1.0851,,-0.4092,,-13.6653,,-43.3761,,-60.241,,-75.3898
3687,4243372,3238104,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.1876,0.998,-71.3633,3.3065,-2.2,0 0 0 0 0 0 0,-68.7032,,,1.5265,,5.1671,,4.3844,,2.6105,,1.3526,,-25.34,,-68.7032
3688,4243362,3238096,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1,0.9938,-102.013,19.7328,-2.1,0 0 0 0 0 0 0,-80.6836,,,21.831,,23.1732,,15.4975,,11.3731,,4.2138,,-37.7582,,-80.6836
3689,4243356,2049501,"NCGC",,Unspecified,,,"",2009/07/08,2,40,15.8489,Partial curve; partial efficacy,-4.8,2.2526,0.9921,-65.6382,-1.8587,-2.2,0 0 0 0 0 0 0,-62.6469,,,-4.4485,,0.1203,,0.9405,,-3.4952,,-4.4716,,-21.9971,,-62.6469
3690,4243346,3238081,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3723,0.9886,-72.539,-1.9976,-2.2,0 0 0 0 0 0 0,-63.1565,,,-3.7388,,-3.8578,,0.0392,,1.8196,,-9.1784,,-29.008,,-63.1565
3691,4243337,3238071,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.6259,0.9995,-103.38,-0.1627,-2.1,0 0 0 0 0 0 0,-96.4258,,,-0.385,,-1.9427,,0.1491,,0.2017,,-7.3049,,-53.0774,,-96.4258
3692,4243335,3238069,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.5095,0.9973,-85.0204,-0.5843,-2.1,0 0 0 0 0 0 0,-80.017,,,0.8265,,0.6449,,-4.1523,,-1.0867,,-10.8603,,-50.9781,,-80.017
3693,4243308,3238049,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,0.8,0.9931,-108.917,11.5,-2.1,0 0 0 0 0,-84.4207,,,,,,,11.7013,,-2.7539,,-13.924,,-53.5331,,-84.4207
3694,4243302,3238044,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9938,-110.45,4.1684,-2.1,0 0 0 0 0 0 0,-88.0151,,,3.2801,,0.7953,,8.6176,,-1.7728,,-17.5088,,-49.8023,,-88.0151
3695,4243278,3238021,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.8,0.9971,-106.644,-5.0143,-2.1,0 0 0 0 0 0 0,-83.5134,,,-7.1523,,-4.8126,,-4.239,,-11.7125,,-27.4695,,-52.81,,-83.5134
3696,4243252,3237997,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.1341,0.9956,-101.331,1.5352,-2.1,0 0 0 0 0 0 0,-89.0257,,,-0.6411,,1.6356,,5.6227,,-4.1234,,-13.6876,,-53.9116,,-89.0257
3697,4243237,3237984,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.1,0.998,-109.266,4.1287,-2.1,0 0 0 0 0 0 0,-96.6456,,,0.9954,,6.5721,,2.63,,1.1313,,-16.4566,,-59.6219,,-96.6456
3698,4243198,3237952,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.9887,0.9891,-108.017,-1.976,-2.1,0 0 0 0 0 0 0,-87.1173,,,-2.4192,,-2.2057,,2.6429,,-0.2725,,-9.1397,,-17.2524,,-87.1173
3699,4243109,3237873,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.1705,0.9946,-89.776,0.9267,-1.1,0 0 0 0 0 0 0,-86.9884,,,-3.2927,,-0.2085,,3.745,,-3.534,,-30.9222,,-67.5015,,-86.9884
3700,4243056,3237832,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.98107,Complete curve; high efficacy,-5.4,1.21,0.99,-111.474,-5.1933,-1.1,0 0 0 0 0 0 0,-106.048,,,-1.3006,,-0.8201,,-10.8886,,-17.7707,,-37.0681,,-91.281,,-106.048
3701,4243052,3237829,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.5095,0.9953,-87.51,4.5178,-2.1,0 0 0 0 0 0 0,-81.2732,,,4.4278,,8.3701,,4.7287,,-0.3082,,-4.5407,,-51.3817,,-81.2732
3702,4243034,3237813,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.1,0.9978,-95.1563,-1.5895,-2.1,0 0 0 0 0 0 0,-80.5469,,,0.3481,,-3.6678,,-1.1101,,-5.0665,,-15.1613,,-44.7726,,-80.5469
3703,4243019,2152426,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,2.0479,0.9929,-86.9248,-2.4006,-2.1,0 0 0 0 0 0 0,-82.9381,,,-5.1333,,-1.2011,,-1.2158,,1.0679,,-7.6758,,-31.6094,,-82.9381
3704,4243013,3237795,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,1.3437,0.999,-70.4966,4.7865,-1.2,0 1 0 0 0 0 0,-68.6863,,,3.0589,,-89.5569,,5.5836,,0.0731,,-21.6081,,-57.9044,,-68.6863
3705,4243002,5771335,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,0.8,0.999,-100.363,3.7309,-2.1,0 0 0 0 0 0 0,-83.4119,,,1.7819,,4.2788,,0.8277,,-7.3192,,-25.3549,,-59.139,,-83.4119
3706,4242971,3237758,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; high efficacy,-5.5,1.2876,0.9995,-97.8056,2.4821,-2.1,0 0 0 0 0 0,-82.1222,,,3.0566,,0.8751,,1.8244,,-5.1145,,-37.0035,,-82.1222,,
3707,4242953,3237744,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.8079,0.9996,-107.041,-0.5393,-1.1,0 0 0 0 0 0 0,-107.179,,,-0.3161,,0.6908,,-0.3338,,-3.9417,,-28.9576,,-92.308,,-107.179
3708,4242948,3237739,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1,Complete curve; high efficacy,-6,1.4787,0.9893,-93.155,-13.4789,-1.1,0 0 0 0 0 0 0,-93.1022,,,-7.4261,,-20.8707,,-15.8033,,-31.6935,,-75.5486,,-91.2461,,-93.1022
3709,4242937,3237727,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,2.4729,0.9884,-72.1216,0.4148,-2.2,0 0 0 0 0 0 0,-65.447,,,-3.0669,,1.2521,,0.1168,,-1.024,,5.4054,,-11.0096,,-65.447
3710,4242934,3237724,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,0.9,0.9989,-103.095,-8.6289,-1.1,0 0 0 0 0,-102.369,,,,,,,-19.8967,,-41.3578,,-75.2909,,-92.9339,,-102.369
3711,4242931,3237721,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.3443,0.9814,-91.7708,0.6816,-2.1,0 0 0 0 0 0 0,-80.0743,,,6.2933,,2.5963,,-1.6389,,-2.1188,,-11.6623,,-31.1959,,-80.0743
3712,4242895,3237688,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.3443,0.9818,-96.9694,-10.2646,-2.1,0 0 0 0 0 0 0,-86.6411,,,-17.8457,,-4.1822,,-8.5425,,-10.9787,,-17.5886,,-51.1556,,-86.6411
3713,4242874,3237672,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1,0.9938,-98.1219,-1.7471,-2.1,0 0 0 0 0 0 0,-81.7682,,,0.7029,,-4.7162,,-0.8127,,-4.5855,,-16.8497,,-42.1598,,-81.7682
3714,4242830,3237635,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,1.3723,0.999,-97.9298,6.3301,-1.1,0 0 0 0 0 0 0,-97.4334,,,8.0682,,3.1801,,0.3547,,-25.003,,-77.8968,,-95.6116,,-97.4334
3715,4242796,3237605,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.21,0.997,-115.159,-1.5819,-2.1,0 0 0 0 0 0 0,-104.754,,,-0.6338,,0.7069,,-6.7546,,-3.9583,,-21.5096,,-70.037,,-104.754
3716,4242749,2909291,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.4163,0.9921,-77.7218,6,-2.2,0 0 0 0 0 0 0,-68.4474,,,6.5246,,9.8553,,1.9276,,4.7619,,-0.965,,-27.466,,-68.4474
3717,4242733,3237552,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.4163,0.9894,-89.5668,0.5758,-2.1,0 0 0 0 0 0 0,-81.6591,,,-1.9043,,2.0437,,2.5829,,1.5463,,-10.3142,,-33.7344,,-81.6591
3718,4242719,3237538,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.3723,0.9929,-94.4664,2.9994,-2.1,0 0 0 0 0 0 0,-84.972,,,-3.1559,,5.039,,4.4855,,4.271,,-7.0219,,-46.8954,,-84.972
3719,4242702,3237524,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.2876,0.9933,-93.5982,1.6713,-2.1,0 0 0 0 0 0 0,-83.7604,,,-2.1571,,-0.0524,,3.5976,,4.5265,,-10.5367,,-45.2521,,-83.7604
3720,4242675,3237499,"NCGC",,Unspecified,,,"",2009/07/08,2,83,4.46684,Complete curve; high efficacy,-5.35,2.3531,0.9925,-88.4423,3.625,-1.1,0 0 0 0 0 0 0,-92.452,,,5.0483,,4.9085,,3.3431,,3.1776,,-16.8369,,-73.5529,,-92.452
3721,4242659,3237485,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.4163,0.9948,-80.0306,2.2083,-2.2,0 0 0 0 0 0 0,-70.2686,,,3.4114,,5.5659,,-1.0054,,1.331,,-4.8756,,-32.6662,,-70.2686
3722,4242652,3237480,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.9673,0.9929,-74.2779,1.7667,-2.2,0 0 0 0 0 0 0,-71.2315,,,1.294,,3.1632,,3.4343,,2.0639,,-4.3601,,-23.7927,,-71.2315
3723,4242640,3237469,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,0.9,0.999,-112.196,-7.842,-1.1,0 0 0 0 0 0 0,-106.457,,,-6.1169,,-11.3362,,-12.2816,,-26.017,,-57.332,,-91.3672,,-106.457
3724,4242608,3237440,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,1.1,0.9979,-105.692,1.549,-1.1,0 0 0 0 0 0 0,-100.985,,,2.1013,,2.2828,,-5.881,,-14.6053,,-55.4721,,-92.7104,,-100.985
3725,4242606,3237438,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,0.8,0.9914,-115.563,8.0417,-2.1,0 0 0 0 0 0 0,-95.8556,,,11.3664,,0.4854,,8.4247,,-7.0142,,-24.9416,,-66.2338,,-95.8556
3726,4242585,3237419,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.331,0.9925,-94.9733,2.2293,-2.1,0 0 0 0 0 0 0,-87.2521,,,1.094,,8.1626,,0.7535,,-3.7324,,-9.92,,-54.6343,,-87.2521
3727,4242577,5771322,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,0.9,0.9927,-110.88,0.2171,-2.1,0 0 0 0 0 0 0,-88.5317,,,4.2971,,0.1511,,0.1327,,-9.3788,,-19.4151,,-48.5159,,-88.5317
3728,4242540,5771321,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.7137,0.9996,-99.447,4.1867,-1.1,0 0 0 0 0 0 0,-99.445,,,3.0509,,5.2234,,3.9494,,-1.7432,,-42.2367,,-91.7481,,-99.445
3729,4242520,3237365,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.1,0.9996,-78.869,3.4119,-2.2,0 0 0 0 0 0 0,-68.1507,,,2.9682,,3.612,,2.467,,1.7719,,-10.4151,,-41.4287,,-68.1507
3730,4242495,3237345,"NCGC",,Unspecified,,,"",2009/07/08,2,84,4.46684,Complete curve; high efficacy,-5.35,1.8579,0.9984,-97.4073,3.6004,-1.1,0 0 0 0 0 0 0,-97.0317,,,0.7326,,4.6055,,5.8374,,2.3453,,-20.4011,,-81.1288,,-97.0317
3731,4242456,3237314,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,0.8,0.9956,-94.0757,4.7404,-2.2,0 0 0 0 0 0 0,-77.5471,,,7.6446,,0.4539,,0.5684,,-2.6498,,-22.239,,-51.6425,,-77.5471
3732,4242404,3237265,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.1211,0.9967,-73.439,2.2555,-2.2,0 0 0 0 0 0 0,-70.5605,,,4.3297,,3.0857,,1.8112,,3.0104,,-1.3288,,-23.8471,,-70.5605
3733,4242392,3237253,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.2475,0.9984,-98.8787,2.4849,-2.1,0 0 0 0 0 0 0,-85.7323,,,2.6043,,4.57,,-0.014,,1.7619,,-8.5246,,-44.3629,,-85.7323
3734,4242355,3237217,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.1,0.99,-99.3653,5.0523,-2.1,0 0 0 0 0 0 0,-90.8039,,,0.9992,,0.3375,,10.2421,,3.032,,-22.0324,,-62.2478,,-90.8039
3735,4242299,5771317,"NCGC",,Unspecified,,,"",2009/07/08,2,45,2.23872,Partial curve; high efficacy,-5.65,0.7,0.9991,-100.967,9.5545,-2.1,0 0 0 0 0 0 0,-90.8516,,,6.7307,,8.0588,,-0.8103,,-18.3831,,-45.4304,,-74.7444,,-90.8516
3736,4242281,3237158,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.23872,Complete curve; partial efficacy,-5.65,1.21,0.9913,-72.4337,2.1824,-1.2,0 0 0 0 0 0 0,-72.8615,,,3.4899,,2.3281,,-2.4603,,-3.6125,,-39.2124,,-59.8668,,-72.8615
3737,4242266,3237144,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,1.6924,0.996,-98.1351,2.0846,-1.1,0 0 0 0 0 0 0,-98.7168,,,-3.7939,,5.5144,,3.1775,,-9.7266,,-66.6297,,-95.2677,,-98.7168
3738,4242247,3237128,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.4163,0.9943,-95.8012,1.9587,-2.2,0 0 0 0 0 0 0,-75.6332,,,-0.4115,,2.4991,,4.7797,,3.5078,,-4.9817,,-24.3416,,-75.6332
3739,4242226,3237110,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.58489,Complete curve; high efficacy,-5.8,1.2475,0.999,-92.0675,5.0898,-1.1,0 0 0 0 0 0 0,-91.915,,,6.2882,,2.3875,,3.3389,,-12.7317,,-54.8701,,-83.3007,,-91.915
3740,4242214,3237100,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.630957,Complete curve; partial efficacy,-6.2,1.6604,0.9944,-78.3327,6.9955,-1.2,0 0 0 0 0 0 0,-78.1939,,,11.8958,,1.1991,,3.3888,,-24.1968,,-69.6664,,-77.7696,,-78.1939
3741,4242139,3237033,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.7529,0.998,-79.7924,0.8292,-2.2,0 0 0 0 0 0 0,-64.268,,,-0.9049,,2.4404,,0.0521,,1.5852,,-0.4885,,-15.3521,,-64.268
3742,4242117,3237012,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.1341,0.9996,-80.9228,2.2466,-2.2,0 0 0 0 0 0 0,-69.519,,,1.2602,,3.0146,,1.3597,,0.0049,,-9.2981,,-39.4479,,-69.519
3743,4242089,3236988,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1,0.9895,-76.2464,9,-2.2,0 0 0 0 0 0 0,-63.6452,,,4.3733,,13.7987,,6.6649,,7.0672,,-6.8224,,-36.1055,,-63.6452
3744,4242076,3236977,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.9673,0.9893,-87.6101,-1.4919,-2.1,0 0 0 0 0 0 0,-83.6233,,,0.9433,,1.1589,,1.2957,,-3.6821,,-8.7818,,-29.6882,,-83.6233
3745,4242070,3236971,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.3443,0.9989,-106.338,-1.3186,-2.1,0 0 0 0 0 0 0,-99.4839,,,-0.3366,,-3.9984,,-2.2669,,-2.2537,,-17.5709,,-66.94,,-99.4839
3746,4242057,3236959,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.12202,Complete curve; high efficacy,-5.95,1.2221,0.9985,-101.051,-6.0291,-1.1,0 0 0 0 0 0 0,-100.211,,,-3.1891,,-7.735,,-11.8709,,-28.8724,,-74.504,,-94.6955,,-100.211
3747,4242051,678599,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.8,0.9866,-96.2431,-0.3478,-2.2,0 0 0 0 0 0 0,-73.6628,,,-2.782,,-3.0388,,4.8153,,-8.0635,,-18.0016,,-42.9913,,-73.6628
3748,4242019,3236925,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.2475,0.9989,-97.8128,1.629,-2.1,0 0 0 0 0 0 0,-86.094,,,2.616,,0.7795,,-0.5345,,1.1871,,-10.8158,,-49.2093,,-86.094
3749,4242014,3236920,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1.4787,0.9988,-105.097,7.3898,-1.1,0 0 0 0 0 0 0,-104.16,,,6.7821,,5.5501,,9.5294,,-4.1057,,-48.8732,,-96.8095,,-104.16
3750,4241952,3236865,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,0.8,0.997,-108.959,0,-1.1,0 0 0 0 0 0 0,-99.3238,,,2.9738,,-5.0187,,-6.0395,,-22.0732,,-48.3894,,-83.969,,-99.3238
3751,4241903,3236817,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1,0.9879,-101.532,-0.159,-2.1,0 0 0 0 0 0 0,-88.6442,,,2.4412,,-7.8549,,2.9455,,-3.0368,,-22.1318,,-55.8377,,-88.6442
3752,4241900,3236814,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.2221,0.9951,-85.3812,5,-2.2,0 0 0 0 0 0 0,-71.151,,,7.2445,,8.4235,,3.4097,,1.9459,,-3.7394,,-31.244,,-71.151
3753,4241880,3236795,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,1.2475,0.9992,-113.405,-0.5716,-1.1,0 0 0 0 0 0 0,-113.559,,,0.7688,,-0.9825,,-7.0292,,-23.9609,,-77.4953,,-105.678,,-113.559
3754,4241857,3236775,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1,0.9899,-97.2606,6.5571,-2.1,0 0 0 0 0 0 0,-85.729,,,0.4216,,13.1285,,5.2734,,0.2448,,-18.7663,,-57.3783,,-85.729
3755,4241854,3236772,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.6924,0.9927,-65.7568,1.2043,-2.2,0 0 0 0 0 0 0,-60.2902,,,0.8698,,5.624,,-0.5153,,-0.2448,,-2.0551,,-25.8651,,-60.2902
3756,4241772,3236704,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.1211,0.9889,-65.6926,5.5,-2.2,0 0 0 0 0 0 0,-62.4012,,,0.4685,,9.4868,,4.1234,,6.6658,,4.7455,,-22.1229,,-62.4012
3757,4241754,3236689,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.3443,0.9914,-90.5802,4.7071,-2.1,0 0 0 0 0 0 0,-84.8228,,,0.7347,,11.0353,,1.5609,,1.5224,,-9.3037,,-54.2619,,-84.8228
3758,4241725,3236663,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1.21,0.9965,-104.832,2.1757,-1.1,0 0 0 0 0 0 0,-102.771,,,-2.3682,,6.0145,,0.4975,,-9.6545,,-53.5965,,-90.7844,,-102.771
3759,4241722,3236661,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.982,-72.8961,-0.2606,-2.2,0 0 0 0 0 0 0,-61.1635,,,-2.5948,,-0.1403,,1.4427,,0.1522,,-16.3769,,-31.1842,,-61.1635
3760,4241718,3236657,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1,0.9973,-114.17,-2.4408,-1.1,0 0 0 0 0 0 0,-108.506,,,-6.6208,,-1.5885,,-4.0901,,-21.5022,,-61.0968,,-96.4786,,-108.506
3761,4241710,3236649,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.111,0.989,-107.091,-3.0063,-2.1,0 0 0 0 0 0 0,-89.2422,,,0.8208,,-9.1472,,0.3347,,-7.5399,,-13.8743,,-48.1414,,-89.2422
3762,4241688,3236630,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.2876,0.9989,-106.165,0.998,-2.1,0 0 0 0 0 0 0,-92.4296,,,0.2459,,2.263,,2.5906,,-2.2295,,-9.7951,,-49.891,,-92.4296
3763,4241630,3236580,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,1.01,0.9976,-101.23,22.5826,-1.1,0 0 0 0 0,-99.884,,,,,,,13.029,,-21.8928,,-63.4478,,-93.4736,,-99.884
3764,4241555,3236512,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9917,-89.1108,2.6245,-2.1,0 0 0 0 0 0 0,-81.4461,,,-2.2576,,1.0221,,7.3087,,-1.7492,,-14.3527,,-56.252,,-81.4461
3765,4241521,3236483,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1,0.9939,-112.794,3.5004,-2.1,0 0 0 0 0 0 0,-92.3282,,,-2.0315,,7.6836,,2.8922,,-0.1329,,-14.0251,,-51.3259,,-92.3282
3766,4241509,3236473,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1,0.9977,-103.582,4.422,-2.1,0 0 0 0 0 0 0,-85.0032,,,5.8023,,6.5571,,1.9282,,-0.5433,,-13.1953,,-45.1724,,-85.0032
3767,4241472,3236441,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.1705,0.9922,-88.6064,6.6071,-2.2,0 0 0 0 0 0 0,-76.3387,,,3.855,,11.5186,,4.8318,,1.0319,,-4.3115,,-41.866,,-76.3387
3768,4241416,3236393,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; high efficacy,-5.35,1.1341,0.9979,-91.9016,5.2789,-2.1,0 0 0 0 0 0 0,-86.9531,,,1.9239,,7.4682,,5.408,,-1.844,,-25.1742,,-67.1212,,-86.9531
3769,4241415,3236392,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.398107,Complete curve; high efficacy,-6.4,3.132,0.9743,-93.3191,5.8905,-1.1,0 0 0 0 0 0 0,-98.8734,,,-2.405,,0.614,,18.9357,,-55.7184,,-85.2009,,-94.7953,,-98.8734
