#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2d6-Potency_&#956;M","p450-cyp2d6-Curve_Description","p450-cyp2d6-Fit_LogAC50","p450-cyp2d6-Fit_HillSlope","p450-cyp2d6-Fit_R2","p450-cyp2d6-Fit_InfiniteActivity_%","p450-cyp2d6-Fit_ZeroActivity_%","p450-cyp2d6-Fit_CurveClass","p450-cyp2d6-Excluded_Points","p450-cyp2d6-Max_Response_%","p450-cyp2d6-Activity at 0.0007 uM_%","p450-cyp2d6-Activity at 0.00160 uM_%","p450-cyp2d6-Activity at 0.00368 uM_%","p450-cyp2d6-Activity at 0.00820 uM_%","p450-cyp2d6-Activity at 0.018 uM_%","p450-cyp2d6-Activity at 0.041 uM_%","p450-cyp2d6-Activity at 0.091 uM_%","p450-cyp2d6-Activity at 0.204 uM_%","p450-cyp2d6-Activity at 0.457 uM_%","p450-cyp2d6-Activity at 1.022 uM_%","p450-cyp2d6-Activity at 2.286 uM_%","p450-cyp2d6-Activity at 5.111 uM_%","p450-cyp2d6-Activity at 11.43 uM_%","p450-cyp2d6-Activity at 25.56 uM_%","p450-cyp2d6-Activity at 57.14 uM_%"
2541,4238150,3233261,"NCGC",,Unspecified,,,"",2009/07/08,2,47,1.58489,Partial curve; high efficacy,-5.8,0.6,0.9981,-112.679,13.3812,-2.1,0 0 0 0 0 0 0,-99.01,,,12.5,,2.084,,-4.925,,-25.54,,-57.8,,-83.71,,-99.01
2542,4238146,3233257,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.21,0.9933,-103.38,3.2293,-1.1,0 0 0 0 0 0 0,-98.26,,,9.384,,0.6457,,-0.7992,,-11.11,,-45.07,,-92.98,,-98.26
2543,4238143,3233254,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,0.8,0.9973,-110.808,9.4899,-1.1,0 0 0 0 0 0 0,-104.9,,,6.746,,5.976,,-1.29,,-30.95,,-61.12,,-94.85,,-104.9
2544,4238142,3233253,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.1211,0.9657,-67.9203,-6.9582,-2.2,0 0 0 0 0 0,-64.49,,,-14.24,,-6.95,,,,-1.372,,-4.819,,-28.95,,-64.49
2545,4238137,3233248,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.331,0.991,-91.0386,3.0127,-2.1,0 0 0 0 0 0 0,-82.97,,,1.147,,4.607,,6.776,,-4.23,,-9.999,,-58.65,,-82.97
2546,4238136,3233247,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1,0.9971,-103.524,6.2691,-1.1,0 0 0 0 0 0 0,-98.46,,,5.057,,3.647,,6.025,,-13.26,,-43.31,,-85.05,,-98.46
2547,4238134,3233245,"NCGC",,Unspecified,,,"",2009/07/08,2,45,1.99526,Partial curve; high efficacy,-5.7,0.6,0.993,-96.7788,7.6945,-2.1,0 0 0 0 0 0 0,-84.48,,,3.575,,1.174,,-1.351,,-27.55,,-45.62,,-69.3,,-84.48
2548,4238130,3233241,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.2475,0.9755,-94.878,10.116,-2.1,0 0 0 0 0 0 0,-83.28,,,17.88,,0.4116,,14.54,,3.349,,-1.738,,-48.83,,-83.28
2549,4238124,3233235,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.316228,Complete curve; high efficacy,-6.5,3.132,0.9944,-84.1953,-7.4562,-1.1,0 0 0 0 0 0,-85.68,,,-6.982,,-7.591,,,,-66.32,,-79.03,,-87.76,,-85.68
2550,4238123,3233234,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.6924,0.9772,-90.5674,3.8566,-2.2,0 0 0 0 0 0 0,-77.02,,,2.553,,9.414,,5.388,,-5.098,,5.62,,-22.47,,-77.02
2551,4238121,3233232,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,0.7,0.9878,-117.896,6.8484,-2.1,0 0 0 0 0 0 0,-101.1,,,13.04,,-4.205,,-3.597,,-17.55,,-46.7,,-86.08,,-101.1
2552,4238119,3233230,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.2481,0.9821,-75.8805,6.5,-2.2,0 0 0 0 0 0 0,-73.86,,,11.15,,-0.2718,,8.316,,5.366,,9.634,,-23.01,,-73.86
2553,4238116,3233227,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,3.1925,0.9215,-72.499,-3.133,-2.2,0 0 0 0 0 0 0,-70.11,,,-8.062,,-1.356,,-1.33,,-12.89,,11.22,,-36.47,,-70.11
2554,4238114,3233225,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.21,0.9982,-89.2159,-1.409,-2.1,0 0 0 0 0 0 0,-80.61,,,-1.853,,-0.9924,,-0.7709,,-5.666,,-15.53,,-56.46,,-80.61
2555,4238107,3233218,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,0.8,0.9984,-94.3933,-6.5488,-1.1,0 0 0 0 0 0,-92.14,,,-8.645,,-8.991,,,,-41.9,,-68.95,,-82.87,,-92.14
2556,4238102,3233213,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.251189,Complete curve; high efficacy,-6.6,0.8,0.9995,-100.897,15.9544,-1.1,0 0 0 0 0 0 0,-100.7,,,13.26,,1.884,,-20.39,,-56.7,,-83.22,,-94.8,,-100.7
2557,4238099,3233210,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.4064,0.9549,-68.64,9,-2.2,0 0 0 0 0 0,-63.06,,,12.68,,-2.165,,,,16.62,,9.147,,-7.353,,-63.06
2558,4238093,3233204,"NCGC",,Unspecified,,,"",2009/07/08,2,62,5.01187,Complete curve; partial efficacy,-5.3,1.3987,0.9769,-72.3204,-0.2944,-1.2,0 0 0 0 0 0,-70.01,,,-6.247,,7.934,,,,-5.336,,-17.24,,-55.69,,-70.01
2559,4238079,3233190,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,0.7,0.9969,-109.919,-1.9266,-1.1,0 0 0 0 0 0 0,-96.6,,,-1.606,,-6.193,,-10.77,,-28.16,,-52.88,,-86.15,,-96.6
2560,4238074,3233185,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,2.2526,0.9796,-86.2483,-3.0875,-2.1,0 0 0 0 0 0 0,-85.66,,,-5.462,,5.215,,-4.321,,-10.48,,-5.222,,-49.29,,-85.66
2561,4238069,3233180,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.1211,0.968,-87.009,3.495,-2.2,0 0 0 0 0 0 0,-77.92,,,-1.352,,6.053,,3.61,,-4.322,,12.13,,-18.6,,-77.92
2562,4238061,805524,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.5117,0.9597,-59.271,11.997,-2.2,0 0 0 0 0 0 0,-60.64,,,18.3,,12.24,,3.422,,6.435,,19.3,,-29.04,,-60.64
2563,4238049,3233161,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.9,0.995,-98.9587,0.2334,-2.1,0 0 0 0 0 0 0,-90.91,,,1.756,,-2.779,,-1.758,,-15.31,,-32.92,,-73.1,,-90.91
2564,4238047,3233159,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.2876,0.9971,-85.7757,1.6879,-2.1,0 0 0 0 0 0 0,-82.26,,,3.982,,-2.121,,2.342,,-2.164,,-22.43,,-63.88,,-82.26
2565,4238044,3233156,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.6604,0.9951,-94.0564,8.8502,-2.1,0 0 0 0 0 0 0,-89.66,,,7.929,,5.034,,14.46,,7.823,,-3.378,,-58.28,,-89.66
2566,4238040,3233152,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.98107,Complete curve; high efficacy,-5.4,1.5936,0.965,-82.066,5.063,-1.1,0 0 0 0 0 0,-81.2,,,-5.35,,17.54,,,,-0.4514,,-18.35,,-69.05,,-81.2
2567,4238039,3233151,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,0.9,0.9987,-101.138,4.0015,-1.1,0 0 0 0 0 0 0,-96.37,,,0.8151,,3.668,,-3.589,,-20.72,,-56.31,,-87.14,,-96.37
2568,4238038,2474854,"NCGC",,Unspecified,,,"",2009/07/08,2,62,6.30957,Complete curve; partial efficacy,-5.2,4.095,0.9968,-72.6867,4.5,-1.2,0 0 0 0 0 0 0,-73.59,,,7.219,,3.32,,3.937,,6.154,,0.1076,,-64.94,,-73.59
2569,4238036,3233149,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1.2221,0.9761,-84.0371,1.3299,-2.2,0 0 0 0 0 0 0,-73.71,,,-3.939,,7.991,,4.904,,-6.653,,-8.961,,-46.65,,-73.71
2570,4238034,3233147,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,0.8,0.9979,-102.359,3.5903,-1.1,0 0 0 0 0 0 0,-92.95,,,5.245,,1.479,,-5.136,,-19.58,,-45.59,,-80.17,,-92.95
2571,4238025,3233138,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,0.9,0.9965,-82.87,10.5,-2.2,0 0 0 0 0 0,-76.9,,,7.095,,12.2,,,,-1.455,,-23.76,,-55.42,,-76.9
2572,4238022,3233135,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.3031,0.9789,-60.0566,0.7686,-2.2,0 0 0 0 0 0 0,-60.24,,,7.074,,-3.582,,0.3714,,-2.307,,-0.9004,,-32.12,,-60.24
2573,4238007,3233120,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.2475,0.9924,-76.2513,5.7117,-2.2,0 0 0 0 0 0 0,-76.94,,,6.201,,8.827,,3.107,,1.381,,8.301,,-42.08,,-76.94
2574,4238005,3233118,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,2.3031,0.9449,-75.367,7.5475,-1.2,0 0 0 0 0 0,-77.31,,,-7.912,,21.74,,,,6.315,,-17.72,,-69.14,,-77.31
2575,4238000,3233113,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,0.9,0.9977,-100.935,9.8861,-1.1,0 0 0 0 0 0 0,-95.82,,,6.838,,8.244,,5.886,,-15.34,,-46,,-82.98,,-95.82
2576,4237981,3233094,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.4064,0.9671,-77.3751,0.7849,-2.2,0 0 0 0 0 0 0,-70.55,,,-9.202,,0.8308,,2.103,,1.83,,6.601,,-14.81,,-70.55
2577,4237980,3233093,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.6266,0.9647,-77.4882,-2.1764,-2.2,0 0 0 0 0 0,-74.5,,,-11.13,,7.264,,,,-4.095,,-11.13,,-49.33,,-74.5
2578,4237974,3233087,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,3.0654,0.9837,-72.3355,12.0655,-2.2,0 0 0 0 0 0 0,-73.36,,,13.75,,6.961,,9.073,,9.461,,17.95,,-20.04,,-73.36
2579,4237973,3233086,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,1.1,0.9898,-72.4189,4.6775,-2.2,0 0 0 0 0 0,-71.72,,,2.344,,4.731,,,,-0.133,,-30.79,,-53.18,,-71.72
2580,4237971,3233084,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.7202,0.9799,-79.2198,-0.8228,-2.2,0 0 0 0 0 0 0,-78.92,,,-4.489,,-3.872,,4.308,,-6.397,,3.321,,-33.04,,-78.92
2581,4237966,3233079,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,3.132,0.9222,-65.791,8,-2.2,0 0 0 0 0 0,-64.66,,,-0.3402,,-2.305,,,,17.47,,18.35,,-24.38,,-64.66
2582,4237964,3233077,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.1,0.9895,-89.2944,0.8856,-2.1,0 0 0 0 0 0 0,-81.4,,,4.744,,2.892,,-6.278,,-5.939,,-18.89,,-59.19,,-81.4
2583,4237962,3233075,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1,0.9969,-93.2219,0.9979,-2.1,0 0 0 0 0 0 0,-87.27,,,-1.59,,0.9473,,2.751,,-10.2,,-33.91,,-68.23,,-87.27
2584,4237956,3233069,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,3.2475,0.9872,-85.5205,-2.0235,-2.1,0 0 0 0 0 0 0,-85.87,,,4.365,,-1.377,,-6.062,,-7.245,,-0.5277,,-52.06,,-85.87
2585,4237947,3233060,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.7885,0.9424,-69.372,3.4345,-2.2,0 0 0 0 0 0,-67.81,,,-9.424,,6.708,,,,13.5,,-4.412,,-43.67,,-67.81
2586,4237944,3233057,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,0.7,0.9993,-105.829,3.8111,-1.1,0 0 0 0 0 0 0,-94.7,,,2.189,,-0.9859,,-6.742,,-24.8,,-54.21,,-82.51,,-94.7
2587,4237940,3233053,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1.99526,Complete curve; partial efficacy,-5.7,0.7,0.9718,-87.007,13.1395,-1.2,0 0 0 0 0 0 0,-78.94,,,5.553,,13.85,,9.81,,-22.37,,-33.18,,-65.62,,-78.94
2588,4237938,3233051,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,1.331,0.995,-80.059,14.1115,-2.2,0 0 0 0 0 0,-74.03,,,12.43,,18.2,,,,7.639,,-4.19,,-51.29,,-74.03
2589,4237937,3233050,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.2526,0.8996,-71.142,9.5,-2.2,0 0 0 0 0 0 0,-66.22,,,-5.461,,20.28,,4.298,,5.041,,20.56,,-15.12,,-66.22
2590,4237935,3233048,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.6924,0.9984,-93.3013,4.2493,-2.1,0 0 0 0 0 0 0,-87.96,,,7.054,,4.131,,2.618,,2.852,,-2.343,,-50.8,,-87.96
2591,4237934,3233047,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.9887,0.9878,-68.9307,-0.9182,-2.2,0 0 0 0 0 0 0,-66.09,,,3.092,,1.038,,-3.542,,-3.852,,-1.346,,-26.61,,-66.09
2592,4237930,3233043,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,2.4729,0.9671,-78.9758,1.6162,-2.2,0 0 0 0 0 0 0,-69.66,,,-4.595,,9.178,,3.227,,-4.126,,4.838,,-9.543,,-69.66
2593,4237919,3233032,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9928,-102.312,2.7442,-2.1,0 0 0 0 0 0 0,-93.38,,,2.522,,2.929,,4.178,,-7.352,,-16.2,,-67.98,,-93.38
2594,4237916,3233029,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.9901,-90.6182,3.8979,-2.2,0 0 0 0 0 0 0,-72.93,,,9.113,,2.436,,-1.413,,0.7824,,-9.485,,-42.29,,-72.93
2595,4237914,3233027,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,0.7,0.9977,-97.1734,-0.1366,-1.1,0 0 0 0 0 0,-87.26,,,-3.067,,-2.646,,,,-23.77,,-53.27,,-75.72,,-87.26
2596,4237913,3233026,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.9673,0.9957,-83.8421,-1.4541,-2.2,0 0 0 0 0 0 0,-74.49,,,-2.098,,-0.3123,,0.0508,,-4.851,,-0.5694,,-22.64,,-74.49
2597,4237905,3233018,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.3031,0.9718,-78.9255,4.5725,-2.2,0 0 0 0 0 0 0,-76.84,,,-1.978,,0.9648,,2.808,,9.979,,11.71,,-25.02,,-76.84
2598,4237904,3233017,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,4.9549,0.9936,-93.4459,0.1558,-2.1,0 0 0 0 0 0 0,-92.39,,,1.681,,-3.181,,6.052,,-1.279,,-2.057,,-63.35,,-92.39
2599,4237903,3233016,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.9,0.9969,-101.274,3.506,-2.1,0 0 0 0 0 0 0,-93.14,,,6.74,,-1.21,,-0.1332,,-9.84,,-36.41,,-71.13,,-93.14
2600,4237899,3233012,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,1.1,0.9885,-99.5896,7.0876,-1.1,0 0 0 0 0 0 0,-97.53,,,5.624,,0.925,,11.51,,-18.99,,-53.27,,-90.75,,-97.53
2601,4237889,3233002,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.6604,0.9966,-69.4457,6.5,-2.2,1 0 0 0 0 0,-66.81,,,-25.11,,3.9,,,,8.663,,-2.459,,-42.74,,-66.81
2602,4237883,3232996,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.8,0.9705,-111.023,6.5709,-2.1,0 0 0 0 0 0 0,-85.78,,,15.31,,5.24,,-2.41,,-8.918,,-11.85,,-48.27,,-85.78
2603,4237881,3232994,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; partial efficacy,-5.3,1.2216,0.9827,-80.7788,3.2903,-2.2,0 0 0 0 0 0,-77.84,,,-3.803,,6.355,,,,5.263,,-22.6,,-57.75,,-77.84
2604,4237879,3232992,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.5936,0.9707,-72.3143,-0.8017,-1.2,0 0 0 0 0 0 0,-69.68,,,-0.7454,,8.337,,-4.442,,-10.73,,-19.14,,-63.41,,-69.68
2605,4237876,3232989,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,0.9,0.9924,-100.994,1.5024,-1.1,0 0 0 0 0 0 0,-93.76,,,-1.432,,6.4,,-5.815,,-14.9,,-38.48,,-78.07,,-93.76
2606,4237871,3232984,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.6266,0.9891,-71.795,11.0515,-2.2,0 0 0 0 0 0,-66.41,,,14.62,,13.01,,,,4.84,,1.92,,-45.93,,-66.41
2607,4237869,3232982,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.21,0.9969,-97.001,8,-2.1,0 0 0 0 0 0 0,-85.93,,,8.246,,5.397,,11.77,,4.572,,-7.903,,-48.37,,-85.93
2608,4237868,3232981,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,2.7202,0.9956,-87.8082,-0.4279,-2.1,0 0 0 0 0 0 0,-87.25,,,-3.591,,-2.52,,0.3235,,2.029,,0.9067,,-36.63,,-87.25
2609,4237866,3232979,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.0479,0.9052,-70.7558,0.2282,-2.2,0 0 0 0 0 0 0,-63.32,,,-12.37,,4.453,,9.398,,-6.302,,6.803,,-17.56,,-63.32
2610,4237859,3232972,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,0.7,0.9964,-106.926,14.3088,-1.1,0 0 0 0 0 0 0,-97.69,,,16.78,,4.236,,0.0256,,-20.42,,-53.11,,-83.07,,-97.69
2611,4237858,3232971,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.0479,0.9843,-71.929,6.5,-2.2,0 0 0 0 0 0 0,-66.66,,,3.811,,5.872,,13.97,,4.401,,2.721,,-19.92,,-66.66
2612,4237853,3232966,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.21,0.994,-79.1759,3.9881,-2.2,0 0 0 0 0 0 0,-72.21,,,0.4348,,3.425,,8.029,,0.5871,,-10.37,,-46.38,,-72.21
2613,4237852,3232965,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.1,Complete curve; high efficacy,-7,1.111,0.9993,-89.8457,9.6009,-1.1,0 0 0 0 0 0 0,-90.12,,,7.863,,-5.188,,-36.12,,-74.79,,-86.62,,-88.51,,-90.12
2614,4237849,3232962,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.7885,0.9968,-74.913,5.5,-2.2,0 0 0 0 0 0 0,-70.71,,,8.07,,5.508,,3.164,,6.001,,0.6966,,-29.87,,-70.71
2615,4237841,3232954,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.21,0.9964,-95.5731,2.8675,-2.1,0 0 0 0 0 0 0,-87.34,,,5.311,,0.3053,,3.852,,-3.368,,-13.05,,-57.55,,-87.34
2616,4237840,3232953,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,0.7,0.997,-106.955,7.9756,-1.1,0 0 0 0 0 0 0,-99.32,,,7.021,,1.723,,-6.682,,-33.62,,-57.5,,-88.53,,-99.32
2617,4237838,3232951,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,4.9549,0.979,-74.1735,5.3485,-1.2,0 0 0 0 0 0,-79.69,,,-0.598,,2.902,,,,13.34,,-7.317,,-68.35,,-79.69
2618,4237836,3232949,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.2526,0.9036,-76.684,4.13,-2.2,0 0 0 0 0 0 0,-69.12,,,-1.297,,-9.536,,4.014,,10.24,,18.28,,-17.37,,-69.12
2619,4237816,3232929,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.501187,Complete curve; high efficacy,-6.3,1.1,0.9956,-80.7692,6.5,-1.1,0 0 0 0 0 0 0,-81.02,,,8.528,,-0.8804,,-2.543,,-34.56,,-67.11,,-77.72,,-81.02
2620,4237815,3232928,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.2526,0.9309,-67.77,6.575,-2.2,0 0 0 0 0 0 0,-62.85,,,1.032,,-2.375,,2.067,,14.92,,15.65,,-17.03,,-62.85
2621,4237808,3232921,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.9549,0.983,-78.2022,5.2022,-2.2,0 0 0 0 0 0,-76.25,,,5.457,,-3.025,,,,9.706,,9.095,,-52.91,,-76.25
2622,4237807,3232920,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.2876,0.9889,-94.7351,9.4302,-2.1,0 0 0 0 0 0 0,-92.48,,,8.359,,2.907,,12.3,,10.46,,-28.13,,-70.93,,-92.48
2623,4237803,3232916,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,0.8,0.9947,-90.109,14,-1.1,0 0 0 0 0 0 0,-88.84,,,11.14,,8.353,,2.806,,-30.99,,-55.87,,-77.69,,-88.84
2624,4237802,3232915,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.1876,0.9885,-75.8103,4.4392,-2.2,0 0 0 0 0 0 0,-72.86,,,8.148,,8.357,,-0.8203,,2.09,,3.378,,-32.01,,-72.86
2625,4237796,3232909,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.9549,0.9682,-65.372,6.5,-2.2,0 0 0 0 0 0 0,-62.81,,,10.79,,2.086,,14.75,,-0.5145,,5.484,,-44.4,,-62.81
2626,4237792,3232905,"NCGC",,Unspecified,,,"",2009/07/08,2,46,2.51189,Partial curve; high efficacy,-5.6,0.5,0.9764,-109.188,34.8956,-2.1,0 0 0 0 0 0,-84.09,,,21.14,,34.2,,,,-14.16,,-29.75,,-65.32,,-84.09
2627,4237782,3232895,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,2.1876,0.9898,-84.6768,4.4776,-2.1,0 0 0 0 0 0 0,-81.87,,,0.0971,,1.468,,8.578,,6.613,,5.117,,-27.55,,-81.87
2628,4237777,3232890,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.9549,0.9936,-74.3435,2.9635,-2.2,0 0 0 0 0 0 0,-73.65,,,3.18,,4.036,,7.08,,-1.264,,1.211,,-48.54,,-73.65
2629,4237776,3232889,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.51189,Complete curve; partial efficacy,-5.6,2.2526,0.9819,-69.7007,-7.6623,-1.2,0 0 0 0 0 0,-70.01,,,-14.55,,-6.933,,,,-3.783,,-33.1,,-69.07,,-70.01
2630,4237773,3232886,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,1.4163,0.9842,-107.049,5.3035,-2.1,0 0 0 0 0 0 0,-81.38,,,8.065,,12.55,,3.645,,-0.7324,,-0.7364,,-22.68,,-81.38
2631,4237770,3232883,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; partial efficacy,-5.3,1.3437,0.9904,-80.8824,4.2555,-2.2,0 0 0 0 0 0,-78.43,,,-0.5695,,5.178,,,,6.461,,-20.25,,-58.49,,-78.43
2632,4237769,3232882,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.794328,Complete curve; high efficacy,-6.1,0.7,0.9993,-101.169,8.2577,-1.1,0 0 0 0 0 0,-95.92,,,7.301,,-0.9631,,,,-35.8,,-66.29,,-86.7,,-95.92
