#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp1a2-Potency_&#956;M","p450-cyp1a2-Curve_Description","p450-cyp1a2-Fit_LogAC50","p450-cyp1a2-Fit_HillSlope","p450-cyp1a2-Fit_R2","p450-cyp1a2-Fit_InfiniteActivity_%","p450-cyp1a2-Fit_ZeroActivity_%","p450-cyp1a2-Fit_CurveClass","p450-cyp1a2-Excluded_Points","p450-cyp1a2-Max_Response","p450-cyp1a2-Activity at 0.0007 uM_%","p450-cyp1a2-Activity at 0.00160 uM_%","p450-cyp1a2-Activity at 0.00368 uM_%","p450-cyp1a2-Activity at 0.00820 uM_%","p450-cyp1a2-Activity at 0.018 uM_%","p450-cyp1a2-Activity at 0.041 uM_%","p450-cyp1a2-Activity at 0.091 uM_%","p450-cyp1a2-Activity at 0.204 uM_%","p450-cyp1a2-Activity at 0.457 uM_%","p450-cyp1a2-Activity at 1.022 uM_%","p450-cyp1a2-Activity at 2.286 uM_%","p450-cyp1a2-Activity at 5.111 uM_%","p450-cyp1a2-Activity at 11.43 uM_%","p450-cyp1a2-Activity at 25.56 uM_%","p450-cyp1a2-Activity at 57.14 uM_%"
5242,4238509,3233619,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.316228,Complete curve; high efficacy,-6.5,1.2475,0.9937,-118.697,1.9067,-1.1,0 0 0 0 0 0 0,-120.1,,,-3.47,,7.015,,-21.8,,-74.63,,-107.5,,-116.5,,-120.1
5243,4238508,3233618,"NCGC",,Unspecified,,,"",2009/07/08,2,95,0.0794328,Complete curve; high efficacy,-7.1,1.4163,0.9992,-115.824,-0.2246,-1.1,0 0 0 0 0 0 0,-117.4,,,-3.509,,-11.85,,-61.95,,-107.2,,-113.4,,-116,,-117.4
5244,4238506,3233616,"NCGC",,Unspecified,,,"",2009/07/08,2,44,6.30957,Partial curve; high efficacy,-5.2,0.8,0.9875,-118.51,2.7314,-2.1,0 0 0 0 0 0 0,-102.4,,,-6.033,,6.856,,0.6824,,-8.175,,-37.57,,-69.28,,-102.4
5245,4238504,3233614,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,1,0.9626,-120.958,-9.5712,-2.1,0 0 0 0 0 0,-103.9,,,,,-19.67,,2.447,,-18.76,,-28.34,,-70.05,,-103.9
5246,4238503,3233613,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.199526,Complete curve; high efficacy,-6.7,1.4641,0.9974,-108.151,-2.7869,-1.1,0 0 0 0 0 0 0,-108.4,,,-4.884,,-1.431,,-31.54,,-85.17,,-104,,-107.1,,-108.4
5247,4238495,3233605,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.8,0.9998,-118.235,2.1648,-2.1,0 0 0 0 0 0,-90.75,,,2.602,,,,-0.5602,,-5.51,,-23.23,,-55.22,,-90.75
5248,4238494,3233604,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.7,0.9806,-137.123,2.2246,-2.1,0 0 0 0 0 0 0,-105,,,-5.605,,2.671,,6.228,,-10.58,,-34.86,,-59.71,,-105
5249,4238492,3233602,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.8851,0.9321,-66.9896,-9.4656,-2.2,0 0 0 0 0 0,-62.91,,,,,-20.25,,-8.913,,-2.886,,-10.24,,-28.66,,-62.91
5250,4238491,3233601,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.7,0.9678,-85.2876,-1.5796,-2.2,0 0 0 0 0 0,-65.59,,,0.2055,,,,-2.742,,-10.2,,-23.32,,-31.94,,-65.59
5251,4238490,3233600,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.9,0.9958,-100.011,1.6146,-2.1,0 0 0 0 0 0,-90.17,,,3.684,,,,-3.227,,-13.95,,-33.96,,-74.06,,-90.17
5252,4238489,3233599,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.4641,0.9557,-81.4968,-6.9784,-2.2,0 0 0 0 0 0 0,-71.03,,,3.754,,-11.86,,-9.548,,-7.853,,-12.42,,-28.63,,-71.03
5253,4238488,3233598,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.21,0.9873,-92.7997,-0.7634,-1.1,0 0 0 0 0 0,-88.89,,,-7.881,,,,3.744,,-14.42,,-49.8,,-82.88,,-88.89
5254,4238487,3233597,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.501187,Complete curve; high efficacy,-6.3,1,0.9984,-112.418,-7.9944,-1.1,0 0 0 0 0 0 0,-113.4,,,-11.79,,-10.52,,-22.23,,-58.44,,-92.93,,-107.2,,-113.4
5255,4238483,3233593,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,0.8,0.9997,-89.9,-5.6454,-1.1,0 0 0 0 0 0 0,-87,,,-6.314,,-10.29,,-21.12,,-42.57,,-67.65,,-83.12,,-87
5256,4238481,3233591,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.4787,0.989,-107.529,-0.5691,-1.1,0 0 0 0 0 0,-110,,,-8.577,,,,3.818,,-4.799,,-51.42,,-93.63,,-110
5257,4238480,3233590,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,0.6,0.9948,-108.355,2.0136,-2.1,0 0 0 0 0 0 0,-91.76,,,3.104,,-4.559,,-14.21,,-21.45,,-47.21,,-74,,-91.76
5258,4238479,3233589,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,0.9,0.999,-90.7563,-3.9946,-1.1,0 0 0 0 0 0 0,-85.72,,,-3.566,,-5.787,,-9.178,,-15.98,,-40.88,,-69.34,,-85.72
5259,4238474,3233584,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.501187,Complete curve; high efficacy,-6.3,0.9,0.9997,-87.588,-9.368,-1.1,0 0 0 0 0 0 0,-86.29,,,-9.89,,-13.05,,-24.11,,-46.77,,-72.27,,-82.52,,-86.29
5260,4238472,3233582,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.8,0.9886,-93.0914,1.6983,-2.2,0 0 0 0 0 0,-71.24,,,4.794,,,,-1.389,,-6.201,,-15.78,,-35.62,,-71.24
5261,4238470,3233580,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.794328,Complete curve; high efficacy,-6.1,1.331,0.9962,-104.245,-6.4023,-1.1,0 0 0 0 0 0 0,-104.8,,,-2.347,,-11.8,,-9.912,,-38.56,,-86.17,,-100.2,,-104.8
5262,4238468,3233578,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.111,0.9932,-115.988,0.5081,-2.1,0 0 0 0 0 0 0,-97.08,,,-2.628,,4.543,,3.692,,-6.429,,-14.19,,-56.1,,-97.08
5263,4238465,3233575,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,1.1,0.9982,-122.358,3.0075,-1.1,0 0 0 0 0 0,-116,,,4.299,,,,0.0864,,-16.14,,-55.68,,-105.8,,-116
5264,4238463,3233573,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.7137,0.9674,-68.6349,-3.2611,-2.2,0 0 0 0 0 0 0,-62.83,,,-2.961,,-5.744,,-5.903,,4.781,,-9.707,,-25.09,,-62.83
5265,4238457,3233567,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,0.6,0.9873,-118.419,5.277,-2.1,0 0 0 0 0 0 0,-90.58,,,2.278,,6.65,,-4.924,,-15.13,,-28.08,,-54.24,,-90.58
5266,4238456,3233566,"NCGC",,Unspecified,,,"",2009/07/08,2,89,1,Complete curve; high efficacy,-6,1,0.9997,-120.387,-3.6167,-1.1,0 0 0 0 0 0,-117.8,,,-4.431,,,,-13.07,,-40.2,,-86.49,,-110.2,,-117.8
5267,4238455,3233565,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1,0.9795,-83.1241,5.0559,-2.2,0 0 0 0 0 0,-70.15,,,-2.196,,,,8.732,,5.489,,-14.09,,-41.49,,-70.15
5268,4238452,3233562,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.6266,0.9421,-73.1021,-3.3579,-2.2,0 0 0 0 0 0 0,-67.05,,,-1.164,,6.529,,-4.3,,-6.485,,-13.83,,-21.78,,-67.05
5269,4238450,3233560,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.25893,Complete curve; high efficacy,-5.9,1.2475,0.9975,-119.15,0.6149,-1.1,0 0 0 0 0 0,-120.3,,,2.677,,,,-6.807,,-24,,-82.48,,-108.6,,-120.3
5270,4238449,3233559,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.7,0.9933,-136.122,0.5421,-2.1,0 0 0 0 0 0 0,-104.4,,,1.914,,4.015,,-5.267,,-16.18,,-31.96,,-63.95,,-104.4
5271,4238447,3233557,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,0.9,0.9987,-114.876,0.8224,-2.1,0 0 0 0 0 0,-106.2,,,-2.142,,,,-1.496,,-13.25,,-42.51,,-81.36,,-106.2
5272,4238443,3233553,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.794328,Complete curve; high efficacy,-6.1,1.21,0.9987,-113.428,4.8183,-1.1,0 0 0 0 0 0 0,-114.6,,,2.933,,5.858,,-5.021,,-32.83,,-86.4,,-109.3,,-114.6
5273,4238440,3233550,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.251189,Complete curve; high efficacy,-6.6,1,0.9981,-108.528,1.3625,-1.1,0 0 0 0 0 0 0,-110,,,-3.741,,-3.31,,-27.93,,-69.09,,-96.34,,-106.2,,-110
5274,4238438,3233548,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.4163,0.9985,-105.68,1.0821,-1.1,0 0 0 0 0 0,-105.2,,,3.009,,,,-2.633,,-4.772,,-39.19,,-90.15,,-105.2
5275,4238435,3233545,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,1.2475,0.9983,-87.9679,1.5479,-1.1,0 0 0 0 0 0,-89.08,,,-0.4541,,,,0.4409,,-18.25,,-58.07,,-81.85,,-89.08
5276,4238432,3233542,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.630957,Complete curve; high efficacy,-6.2,1.1,0.998,-113.851,4.0329,-1.1,0 0 0 0 0 0,-113.6,,,1.627,,,,-4.995,,-47.4,,-90.49,,-108,,-113.6
5277,4238429,3233539,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,0.8,0.9994,-124.435,0.5575,-2.1,0 0 0 0 0 0,-110.2,,,1.294,,,,-6.453,,-17.41,,-48.31,,-87.98,,-110.2
5278,4238428,3233538,"NCGC",,Unspecified,,,"",2009/07/08,2,40,15.8489,Partial curve; partial efficacy,-4.8,1.7885,0.9522,-66.6162,-6.1078,-2.2,0 0 0 0 0 0,-61.02,,,,,-15.12,,0.0583,,-5.298,,-6.228,,-27.94,,-61.02
5279,4238426,3233536,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3443,0.99,-82.4395,-2.749,-2.2,0 0 0 0 0 0,-71.72,,,,,-2.035,,0.77,,-6.34,,-11.62,,-32.23,,-71.72
5280,4238421,3233531,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.125893,Complete curve; high efficacy,-6.9,1.2216,0.9962,-103.897,11.2313,-1.1,0 0 0 0 0 0 0,-105.3,,,5.894,,7.013,,-37.54,,-83.12,,-99.07,,-104,,-105.3
5281,4238418,3233528,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.1,0.9698,-116.319,-10.6403,-2.1,0 0 0 0 0 0 0,-104.9,,,-14.29,,-20.2,,-4.254,,-5.378,,-36.09,,-72.78,,-104.9
5282,4238417,3233527,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.4163,0.993,-74.2919,-3.4709,-2.2,0 0 0 0 0 0,-68.27,,,-2.739,,,,-1.949,,-5.574,,-11.29,,-32.93,,-68.27
5283,4238414,3233524,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,1.111,0.9973,-108.94,-12.3326,-1.1,0 0 0 0 0 0 0,-108.1,,,-9.566,,-17.08,,-16.49,,-35.2,,-77.66,,-100.2,,-108.1
5284,4238412,3233522,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.98107,Complete curve; high efficacy,-5.4,1.3987,0.969,-83.121,0.966,-1.1,0 0 0 0 0 0,-83.06,,,-7.778,,,,1.423,,7.28,,-29.72,,-64.29,,-83.06
5285,4238410,3233520,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.8,0.9977,-110.444,-6.2236,-2.1,0 0 0 0 0 0 0,-100.2,,,-4.276,,-8.723,,-13.4,,-20.16,,-48.01,,-77.51,,-100.2
5286,4238408,3233518,"NCGC",,Unspecified,,,"",2009/07/08,2,83,5.01187,Complete curve; high efficacy,-5.3,2.3531,0.9829,-91.3917,2.6858,-1.1,0 0 0 0 0 0 0,-94.96,,,3.412,,-0.5279,,12.47,,-0.9379,,-15.57,,-74.77,,-94.96
5287,4238407,3233517,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,0.8,0.9848,-100.018,-1.95,-1.1,0 0 0 0 0 0 0,-90.89,,,3.61,,-9.752,,-12.88,,-17.24,,-48.66,,-80.44,,-90.89
5288,4238404,3233514,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.316228,Complete curve; high efficacy,-6.5,1.2876,0.9974,-109.459,1.1173,-1.1,0 0 0 0 0 0 0,-111.7,,,-3.658,,0.0315,,-15.1,,-66.56,,-99.04,,-108.8,,-111.7
5289,4238400,3233510,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,1.3723,0.9895,-94.295,-2.3487,-1.1,0 0 0 0 0 0,-95.89,,,-8.15,,,,2.597,,-18.35,,-58.13,,-86.82,,-95.89
5290,4238399,3233509,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,0.9,0.9917,-116.634,0.5566,-2.1,0 0 0 0 0 0,-107.4,,,-4.407,,,,3.924,,-14.73,,-46.5,,-82.4,,-107.4
5291,4238398,3233508,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.794328,Complete curve; high efficacy,-6.1,1.1,0.9968,-122.752,-5.2052,-1.1,0 0 0 0 0 0 0,-123.5,,,-8.838,,-2.318,,-17.57,,-44.23,,-96,,-115,,-123.5
5292,4238397,3233507,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.251189,Complete curve; high efficacy,-6.6,1.1,0.994,-99.8497,-4.6534,-1.1,0 0 0 0 0 0 0,-100.2,,,-2.394,,-15.73,,-24.16,,-67.43,,-91.66,,-98.97,,-100.2
5293,4238396,3233506,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.8,0.989,-120.04,4.0678,-2.1,0 0 0 0 0 0 0,-92.83,,,-1.938,,8.864,,3.952,,-7.765,,-19.09,,-53.85,,-92.83
5294,4238389,3233499,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9993,-102.324,-6.9749,-2.1,0 0 0 0 0 0 0,-82.54,,,-7.828,,-7.07,,-7.019,,-12.43,,-23.55,,-53.54,,-82.54
5295,4238388,3233498,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.9,0.9937,-102.85,-0.8039,-2.1,0 0 0 0 0 0 0,-93.96,,,4.079,,-6.681,,-3.459,,-14.53,,-38.11,,-75.27,,-93.96
5296,4238386,3233497,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,0.7,0.9976,-108.025,0.5506,-2.1,0 0 0 0 0 0 0,-82.98,,,1.514,,-0.0726,,-5.31,,-12.6,,-26.23,,-57.7,,-82.98
5297,4238383,3233494,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.25893,Complete curve; high efficacy,-5.9,1.4163,0.9967,-81.0555,-0.7883,-1.1,0 0 0 0 0 0,-82.49,,,-2.688,,,,0.3934,,-17.05,,-57.23,,-75.34,,-82.49
5298,4238381,3233492,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,1,0.9983,-85.9974,-4.4714,-1.1,0 0 0 0 0 0,-84.25,,,-3.224,,,,-12.56,,-25.12,,-56.92,,-77.94,,-84.25
5299,4238379,3233490,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1,0.9915,-86.1255,0.4691,-2.2,0 0 0 0 0 0,-74.05,,,,,-2.596,,-0.1661,,1.259,,-17.86,,-43.72,,-74.05
5300,4238377,3233488,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.6604,0.9721,-66.7341,-1.3579,-2.2,0 0 0 0 0 0 0,-60.91,,,1.87,,-0.1092,,2.669,,-6.391,,-8.677,,-22.26,,-60.91
5301,4238376,3233487,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.7,0.99,-122.978,6.0491,-2.1,0 0 0 0 0 0,-94.08,,,4.279,,,,6.739,,-7.081,,-26.92,,-51.58,,-94.08
5302,4238375,3233486,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.58489,Complete curve; high efficacy,-5.8,0.9,0.9959,-117.005,2.3693,-1.1,0 0 0 0 0 0 0,-113.3,,,-2.833,,5.166,,-6.317,,-26.31,,-69.69,,-97.69,,-113.3
5303,4238374,3233485,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.2475,0.9882,-92.3529,-2.6217,-1.1,0 0 0 0 0 0,-90.73,,,-9.392,,,,-0.4988,,-3.662,,-34.71,,-71.48,,-90.73
5304,4238372,3233483,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.51189,Complete curve; partial efficacy,-5.6,1.331,0.986,-66.016,-1.1939,-1.2,0 0 0 0 0 0 0,-64.18,,,-3.912,,-1.595,,2.759,,-11.44,,-28.19,,-61.16,,-64.18
5305,4238368,3233479,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1,Complete curve; high efficacy,-6,1,0.9961,-116.2,-2.8649,-1.1,0 0 0 0 0 0 0,-114.5,,,-6.349,,0.0953,,-15.95,,-36.92,,-83.33,,-105.3,,-114.5
5306,4238366,3233477,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.794328,Complete curve; high efficacy,-6.1,1.3723,0.9974,-118.26,0,-1.1,0 0 0 0 0 0 0,-120.1,,,-2.806,,3.041,,-7.543,,-35.18,,-97.07,,-112.1,,-120.1
5307,4238364,3233475,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.21,0.9785,-70.1343,-2.1074,-2.2,0 0 0 0 0 0,-60.99,,,0.0836,,,,-0.3229,,-4.696,,-12.79,,-25.25,,-60.99
5308,4238361,3233472,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.4163,0.9861,-93.4984,4.8184,-2.1,0 0 0 0 0 0,-83.9,,,-1.124,,,,7.075,,9.733,,-6.551,,-38.63,,-83.9
5309,4238359,3233470,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.125893,Complete curve; high efficacy,-6.9,1.1,0.9965,-84.5249,-2.8109,-1.1,0 0 0 0 0 0,-87.86,,,-5.146,,,,-35.59,,-68.77,,-80.19,,-81.86,,-87.86
5310,4238358,3233469,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,1.4163,0.9719,-64.2099,2.817,-1.2,0 0 0 0 0 0,-65.48,,,-5.252,,,,8.181,,2.221,,-24.44,,-51.71,,-65.48
5311,4238356,3233467,"NCGC",,Unspecified,,,"",2009/07/08,2,94,0.125893,Complete curve; high efficacy,-6.9,1.3437,0.9965,-121.591,1.0831,-1.1,0 0 0 0 0 0 0,-124.1,,,-5.245,,-2.64,,-45.9,,-101.3,,-118.5,,-121.9,,-124.1
5312,4238352,3233463,"NCGC",,Unspecified,,,"",2009/07/08,2,93,0.125893,Complete curve; high efficacy,-6.9,0.8,0.9708,-112.801,17.2965,-1.1,0 0 0 0 0 0 0,-110.9,,,8.386,,3.46,,-53.55,,-66.61,,-107.6,,-109.7,,-110.9
5313,4238351,3233462,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.331,0.998,-104.04,-7.0693,-1.1,0 0 0 0 0 0,-101.7,,,-8.94,,,,-5.363,,-16.37,,-54.88,,-92.16,,-101.7
5314,4238349,3233460,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1,Complete curve; high efficacy,-6,1,0.9926,-111.569,-0.5779,-1.1,0 0 0 0 0 0 0,-113.2,,,-7.508,,2.376,,-8.504,,-35.08,,-79.1,,-98.48,,-113.2
5315,4238348,3233459,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.98107,Complete curve; partial efficacy,-5.4,2.9523,0.979,-60.7236,-2.1662,-1.2,0 0 0 0 0 0,-65.88,,,-6.148,,,,0.782,,-0.8627,,-13.31,,-52.65,,-65.88
5316,4238347,3233458,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,0.8,0.9971,-114.331,-3.3475,-2.1,0 0 0 0 0 0 0,-103.8,,,-4.18,,-1.511,,-7.841,,-18.14,,-43.75,,-74.73,,-103.8
5317,4238345,3233456,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.4787,0.9944,-92.138,3.532,-1.1,0 0 0 0 0 0,-93.18,,,-0.8609,,,,7.733,,-7.236,,-49.28,,-83.54,,-93.18
5318,4238344,3233455,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,1.4163,0.9985,-105.833,-5.8663,-1.1,0 0 0 0 0 0 0,-104.4,,,-4.933,,-8.291,,-6.484,,-32.81,,-81.87,,-103.9,,-104.4
5319,4238343,3233454,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.398107,Complete curve; high efficacy,-6.4,1.3723,0.9947,-114.244,-1.7618,-1.1,0 0 0 0 0 0 0,-113.8,,,-6.371,,3.652,,-18.58,,-61.69,,-106,,-112.2,,-113.8
5320,4238340,3233451,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1,0.9933,-104.704,1.6279,-2.1,0 0 0 0 0 0,-83.61,,,3.832,,,,3.664,,-3.448,,-15.76,,-41.17,,-83.61
5321,4238338,3233449,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.794328,Complete curve; high efficacy,-6.1,1.1,0.9974,-113.801,-1.157,-1.1,0 0 0 0 0 0 0,-114.6,,,1.101,,-6.418,,-10.9,,-38.84,,-89.04,,-105.3,,-114.6
5322,4238337,3233448,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.6266,0.9464,-73.771,-3.397,-2.2,0 0 0 0 0 0 0,-67.64,,,-4.503,,6.33,,-2.185,,-5.708,,-13.64,,-21.81,,-67.64
5323,4238336,3233447,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,0.8,0.9983,-123.086,3.4215,-2.1,0 0 0 0 0 0 0,-109.7,,,1.183,,4.349,,-4.247,,-13.47,,-48,,-84.62,,-109.7
5324,4238335,3233446,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1,0.9807,-94.956,-3.2583,-2.2,0 0 0 0 0 0,-79.13,,,-1.223,,,,-3.764,,-2.249,,-21.64,,-38.6,,-79.13
5325,4238329,3233440,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.58489,Complete curve; high efficacy,-5.8,1,0.9984,-92.2816,-0.4544,-1.1,0 0 0 0 0 0 0,-88.53,,,-0.3383,,1.014,,-7.407,,-21.89,,-55.77,,-82.02,,-88.53
5326,4238327,3233438,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,0.9,0.9933,-104.811,-3.0431,-1.1,0 0 0 0 0 0,-101.5,,,-1.721,,,,-18.76,,-31.66,,-73.05,,-96.13,,-101.5
5327,4238326,3233437,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.125893,Complete curve; high efficacy,-6.9,1.21,0.9985,-102.23,-7.5073,-1.1,0 0 0 0 0 0 0,-101.4,,,-6.902,,-17.63,,-46.37,,-88.23,,-98.31,,-100.9,,-101.4
5328,4238325,3233436,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1.331,0.999,-70.916,-2.9783,-1.2,0 0 0 0 0 0,-69.93,,,-3.623,,,,-4.352,,-12.01,,-38.17,,-65.11,,-69.93
5329,4238324,3233435,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1,0.9908,-91.3346,-4.2641,-1.1,0 0 0 0 0 0 0,-86.73,,,-2.267,,-9.998,,-1.901,,-15.22,,-43.68,,-70.73,,-86.73
5330,4238322,3233433,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.58489,Complete curve; high efficacy,-5.8,0.8,0.9979,-117.379,0.5674,-1.1,0 0 0 0 0 0 0,-112,,,-1.857,,1.474,,-12.69,,-30.97,,-68.08,,-97.96,,-112
5331,4238321,3233432,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.251189,Complete curve; high efficacy,-6.6,1,0.9957,-94.0495,-4.405,-1.1,0 0 0 0 0 0 0,-93.42,,,-2.33,,-14.69,,-27.14,,-64.99,,-84.86,,-91.24,,-93.42
5332,4238320,3233431,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,0.7,0.9982,-118.4,-1.0484,-2.1,0 0 0 0 0 0,-102.9,,,-1.297,,,,-8.436,,-17.22,,-45.52,,-76.56,,-102.9
5333,4238318,3233429,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.316228,Complete curve; high efficacy,-6.5,1.4163,0.9972,-109.526,2.2927,-1.1,0 0 0 0 0 0 0,-109.9,,,-2.861,,4.736,,-14.59,,-66.74,,-103.3,,-108.1,,-109.9
5334,4238317,3233428,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,0.8,0.9929,-121.579,0.5022,-2.1,0 0 0 0 0 0,-97.55,,,-3.048,,,,2.883,,-9.008,,-31.97,,-62.19,,-97.55
