GeneIndex	SideEffectIndex	Target	UMLS_CUI	SE_name	EF	Pvalue	Qvalue	ChiSquare	FunctionalAnnotation
6189	2243	SCN1B	C0022568	Keratitis	4.9	4.7e-13	4.2e-09	52.3	Binding
6189	2604	SCN1B	C0231530	Muscle twitching	3.2	1.1e-06	0.005	23.8	Antagonist
6189	1964	SCN1B	C0521592	Hypoaesthesia oral	4.29	1.7e-07	0.00083	27.3	Antagonist
6189	3220	SCN1B	C0700200	Presyncope	4.69	1.1e-11	5.7e-08	46.1	Antagonist
6189	1213	SCN1B	C0013362	Dysarthria	3.18	5.9e-06	0.027	20.5	Antagonist
6189	3580	SCN1B	C1325847	Sensitisation	5.16	2.9e-13	2.6e-09	53.3	Binding
6189	1213	SCN1B	C0013362	Dysarthria	3.68	9.2e-12	8.1e-08	46.5	Binding
6189	2369	SCN1B	C0041657	Loss of consciousness	3.9	1.4e-06	0.0067	23.2	Antagonist
6189	2629	SCN1B	C0340515	Myocardial depression	5.75	9.7e-19	9.1e-15	78.1	Binding
6189	2713	SCN1B	C0027769	Nervousness	2.17	8.4e-06	0.038	19.8	Antagonist
6189	3447	SCN1B	C1145670	Respiratory failure	3.52	5.9e-09	5e-05	33.9	Binding
6189	703	SCN1B	C0018790	Cardiac arrest	3.08	2.7e-06	0.012	22	Antagonist
6189	2629	SCN1B	C0340515	Myocardial depression	4.5	8.1e-10	4e-06	37.7	Antagonist
6189	908	SCN1B	C0009421	Coma	3.29	3.5e-10	3e-06	39.4	Binding
6189	703	SCN1B	C0018790	Cardiac arrest	3.71	6.3e-12	5.5e-08	47.2	Binding
6189	2517	SCN1B	C0025637	Methaemoglobinaemia	5.21	5.6e-18	5.2e-14	74.7	Binding
6190	2629	SCN2A	C0340515	Myocardial depression	5.66	6.6e-27	6.4e-23	115.3	Binding
6190	2713	SCN2A	C0027769	Nervousness	2.36	1.1e-13	9.8e-10	55.2	Binding
6190	1213	SCN2A	C0013362	Dysarthria	3.15	7.6e-06	0.034	20	Antagonist
6190	2517	SCN2A	C0025637	Methaemoglobinaemia	4.84	2.3e-22	2.2e-18	94.6	Binding
6190	4119	SCN2A	C0595862	Vasodilatation	2.77	2.1e-08	0.00018	31.4	Binding
6190	2517	SCN2A	C0025637	Methaemoglobinaemia	3.8	9.6e-08	0.00046	28.4	Antagonist
6190	4166	SCN2A	C0344232	Vision blurred	2.1	1.4e-13	1.3e-09	54.7	Binding
6190	3892	SCN2A	C0040264	Tinnitus	2.54	1.4e-11	1.2e-07	45.7	Binding
6190	2049	SCN2A	C0151692	Impaired healing	3.86	5.2e-15	4.7e-11	61.2	Binding
6190	1964	SCN2A	C0521592	Hypoaesthesia oral	4.24	2.3e-07	0.0011	26.8	Antagonist
6190	3447	SCN2A	C1145670	Respiratory failure	3.11	9.7e-06	0.043	19.6	Antagonist
6190	703	SCN2A	C0018790	Cardiac arrest	3.47	1.1e-14	1e-10	59.7	Binding
6190	3220	SCN2A	C0700200	Presyncope	6.09	2.3e-34	2.2e-30	149.4	Binding
6190	1964	SCN2A	C0521592	Hypoaesthesia oral	5.44	1.7e-21	1.6e-17	90.6	Binding
6190	766	SCN2A	C0151560	Central nervous system stimulation	3.09	2.8e-08	0.00013	30.8	Antagonist
6190	908	SCN2A	C0009421	Coma	3.21	7.1e-14	6.4e-10	56	Binding
6190	2629	SCN2A	C0340515	Myocardial depression	4.45	1.1e-09	5.6e-06	37.1	Antagonist
6190	115	SCN2A	C0085631	Agitation	1.84	5.1e-06	0.039	20.8	Binding
6190	2604	SCN2A	C0231530	Muscle twitching	3.98	1e-18	9.7e-15	78	Binding
6190	2369	SCN2A	C0041657	Loss of consciousness	4.74	1.9e-16	1.8e-12	67.7	Binding
6190	3580	SCN2A	C1325847	Sensitisation	4.06	6.1e-07	0.0029	24.9	Antagonist
6190	766	SCN2A	C0151560	Central nervous system stimulation	3.76	1.4e-22	1.3e-18	95.6	Binding
6190	908	SCN2A	C0009421	Coma	2.95	3.4e-06	0.016	21.6	Antagonist
6190	985	SCN2A	C0010034	Corneal disorder	4.6	2.8e-13	2.5e-09	53.3	Binding
6190	3220	SCN2A	C0700200	Presyncope	4.63	1.7e-11	8.7e-08	45.2	Antagonist
6190	2604	SCN2A	C0231530	Muscle twitching	3.16	1.4e-06	0.0066	23.3	Antagonist
6190	3447	SCN2A	C1145670	Respiratory failure	3.64	3.6e-14	3.3e-10	57.4	Binding
6190	972	SCN2A	C0036572	Convulsion	1.84	3.4e-09	2.9e-05	34.9	Binding
6190	1530	SCN2A	C0854268	Foetal damage	5.29	9.6e-14	8.7e-10	55.4	Binding
6190	2369	SCN2A	C0041657	Loss of consciousness	3.85	1.8e-06	0.0085	22.8	Antagonist
6190	2243	SCN2A	C0022568	Keratitis	4.36	1.4e-14	1.2e-10	59.3	Binding
6190	3956	SCN2A	C0040822	Tremor	1.8	1e-07	0.00084	28.3	Binding
6190	703	SCN2A	C0018790	Cardiac arrest	3.04	3.5e-06	0.016	21.5	Antagonist
6190	268	SCN2A	C0003578	Apnoea	2.84	9.3e-09	7.8e-05	33	Binding
6190	1063	SCN2A	C1306577	Death	2.82	5.2e-10	4.5e-06	38.6	Binding
6190	1213	SCN2A	C0013362	Dysarthria	3.24	2e-12	1.8e-08	49.4	Binding
6190	3580	SCN2A	C1325847	Sensitisation	5.07	9e-19	8.4e-15	78.3	Binding
6190	2713	SCN2A	C0027769	Nervousness	2.21	3.5e-06	0.016	21.5	Antagonist
6190	1313	SCN2A	C0085584	Encephalopathy	1.88	4.4e-06	0.034	21.1	Binding
6191	3892	SCN2B	C0040264	Tinnitus	2.51	2.1e-07	0.0017	27	Binding
6191	766	SCN2B	C0151560	Central nervous system stimulation	3.63	3.3e-13	3e-09	53	Binding
6191	703	SCN2B	C0018790	Cardiac arrest	3.08	2.7e-06	0.012	22	Antagonist
6191	2629	SCN2B	C0340515	Myocardial depression	5.83	3.4e-18	3.2e-14	75.7	Binding
6191	972	SCN2B	C0036572	Convulsion	1.84	3.6e-06	0.028	21.4	Binding
6191	3220	SCN2B	C0700200	Presyncope	5.94	1.8e-20	1.7e-16	86	Binding
6191	1964	SCN2B	C0521592	Hypoaesthesia oral	5.68	5e-15	4.6e-11	61.2	Binding
6191	1213	SCN2B	C0013362	Dysarthria	3.18	5.9e-06	0.027	20.5	Antagonist
6191	2517	SCN2B	C0025637	Methaemoglobinaemia	3.84	7.2e-08	0.00034	29	Antagonist
6191	2713	SCN2B	C0027769	Nervousness	2.34	1.1e-08	9.2e-05	32.7	Binding
6191	3447	SCN2B	C1145670	Respiratory failure	3.15	7.6e-06	0.034	20	Antagonist
6191	1063	SCN2B	C1306577	Death	2.78	2.3e-06	0.018	22.4	Binding
6191	4166	SCN2B	C0344232	Vision blurred	2.12	3.7e-09	3.2e-05	34.8	Binding
6191	703	SCN2B	C0018790	Cardiac arrest	3.64	1.1e-10	9.3e-07	41.7	Binding
6191	2243	SCN2B	C0022568	Keratitis	4.63	7.8e-11	6.8e-07	42.3	Binding
6191	908	SCN2B	C0009421	Coma	3.23	3.3e-09	2.8e-05	35	Binding
6191	2604	SCN2B	C0231530	Muscle twitching	3.2	1.1e-06	0.005	23.8	Antagonist
6191	985	SCN2B	C0010034	Corneal disorder	5.14	5.8e-11	5e-07	42.9	Binding
6191	2369	SCN2B	C0041657	Loss of consciousness	4.72	1.8e-10	1.6e-06	40.6	Binding
6191	3580	SCN2B	C1325847	Sensitisation	5.17	1.5e-12	1.3e-08	50.1	Binding
6191	3220	SCN2B	C0700200	Presyncope	4.69	1.1e-11	5.7e-08	46.1	Antagonist
6191	2049	SCN2B	C0151692	Impaired healing	3.9	6.1e-10	5.2e-06	38.3	Binding
6191	1530	SCN2B	C0854268	Foetal damage	5.96	2e-11	1.8e-07	45	Binding
6191	3580	SCN2B	C1325847	Sensitisation	4.1	4.7e-07	0.0022	25.4	Antagonist
6191	2629	SCN2B	C0340515	Myocardial depression	4.5	8.1e-10	4e-06	37.7	Antagonist
6191	2517	SCN2B	C0025637	Methaemoglobinaemia	5.07	7.5e-16	7e-12	65	Binding
6191	2713	SCN2B	C0027769	Nervousness	2.17	8.4e-06	0.038	19.8	Antagonist
6191	1213	SCN2B	C0013362	Dysarthria	3.45	1.9e-09	1.6e-05	36.1	Binding
6191	766	SCN2B	C0151560	Central nervous system stimulation	3.13	1.9e-08	9.4e-05	31.6	Antagonist
6191	3447	SCN2B	C1145670	Respiratory failure	3.56	1.1e-08	9e-05	32.7	Binding
6191	2604	SCN2B	C0231530	Muscle twitching	3.88	2.6e-11	2.3e-07	44.4	Binding
6191	908	SCN2B	C0009421	Coma	2.99	2.6e-06	0.012	22.1	Antagonist
6191	268	SCN2B	C0003578	Apnoea	2.96	1.6e-06	0.013	23	Binding
6191	1964	SCN2B	C0521592	Hypoaesthesia oral	4.29	1.7e-07	0.00083	27.3	Antagonist
6191	2369	SCN2B	C0041657	Loss of consciousness	3.9	1.4e-06	0.0067	23.2	Antagonist
6192	703	SCN3A	C0018790	Cardiac arrest	3.08	2.7e-06	0.012	22	Antagonist
6192	3956	SCN3A	C0040822	Tremor	1.79	1.7e-07	0.0014	27.4	Binding
6192	703	SCN3A	C0018790	Cardiac arrest	3.49	7.9e-15	7.2e-11	60.4	Binding
6192	1063	SCN3A	C1306577	Death	2.84	4e-10	3.5e-06	39.1	Binding
6192	2049	SCN3A	C0151692	Impaired healing	3.88	3.7e-15	3.4e-11	61.8	Binding
6192	2713	SCN3A	C0027769	Nervousness	2.17	8.4e-06	0.038	19.8	Antagonist
6192	2604	SCN3A	C0231530	Muscle twitching	3.2	1.1e-06	0.005	23.8	Antagonist
6192	3220	SCN3A	C0700200	Presyncope	4.69	1.1e-11	5.7e-08	46.1	Antagonist
6192	3220	SCN3A	C0700200	Presyncope	6.13	1.2e-34	1.2e-30	150.7	Binding
6192	766	SCN3A	C0151560	Central nervous system stimulation	3.13	1.9e-08	9.4e-05	31.6	Antagonist
6192	4166	SCN3A	C0344232	Vision blurred	2.09	2.7e-13	2.4e-09	53.4	Binding
6192	1964	SCN3A	C0521592	Hypoaesthesia oral	5.48	1.1e-21	1.1e-17	91.5	Binding
6192	3580	SCN3A	C1325847	Sensitisation	5.1	6.2e-19	5.8e-15	79	Binding
6192	3892	SCN3A	C0040264	Tinnitus	2.56	9.8e-12	8.6e-08	46.4	Binding
6192	2369	SCN3A	C0041657	Loss of consciousness	4.77	1.4e-16	1.3e-12	68.3	Binding
6192	4119	SCN3A	C0595862	Vasodilatation	2.79	1.7e-08	0.00014	31.8	Binding
6192	1964	SCN3A	C0521592	Hypoaesthesia oral	4.29	1.7e-07	0.00083	27.3	Antagonist
6192	2713	SCN3A	C0027769	Nervousness	2.34	2.8e-13	2.5e-09	53.3	Binding
6192	1213	SCN3A	C0013362	Dysarthria	3.16	1.4e-11	1.2e-07	45.7	Binding
6192	2517	SCN3A	C0025637	Methaemoglobinaemia	3.84	7.2e-08	0.00034	29	Antagonist
6192	908	SCN3A	C0009421	Coma	2.99	2.6e-06	0.012	22.1	Antagonist
6192	3447	SCN3A	C1145670	Respiratory failure	3.67	2.6e-14	2.4e-10	58	Binding
6192	2629	SCN3A	C0340515	Myocardial depression	4.5	8.1e-10	4e-06	37.7	Antagonist
6192	972	SCN3A	C0036572	Convulsion	1.84	5.6e-09	4.8e-05	34	Binding
6192	1213	SCN3A	C0013362	Dysarthria	3.18	5.9e-06	0.027	20.5	Antagonist
6192	2629	SCN3A	C0340515	Myocardial depression	5.7	3.9e-27	3.8e-23	116.4	Binding
6192	3580	SCN3A	C1325847	Sensitisation	4.1	4.7e-07	0.0022	25.4	Antagonist
6192	1530	SCN3A	C0854268	Foetal damage	5.33	7.4e-14	6.7e-10	56	Binding
6192	985	SCN3A	C0010034	Corneal disorder	4.63	2.2e-13	1.9e-09	53.9	Binding
6192	115	SCN3A	C0085631	Agitation	1.85	4e-06	0.031	21.3	Binding
6192	3447	SCN3A	C1145670	Respiratory failure	3.15	7.6e-06	0.034	20	Antagonist
6192	1313	SCN3A	C0085584	Encephalopathy	1.89	3.5e-06	0.027	21.5	Binding
6192	766	SCN3A	C0151560	Central nervous system stimulation	3.79	8.2e-23	7.8e-19	96.7	Binding
6192	2243	SCN3A	C0022568	Keratitis	4.38	1e-14	9.1e-11	59.9	Binding
6192	2604	SCN3A	C0231530	Muscle twitching	4	6.8e-19	6.4e-15	78.8	Binding
6192	908	SCN3A	C0009421	Coma	3.23	5e-14	4.5e-10	56.7	Binding
6192	2369	SCN3A	C0041657	Loss of consciousness	3.9	1.4e-06	0.0067	23.2	Antagonist
6192	2517	SCN3A	C0025637	Methaemoglobinaemia	4.87	1.5e-22	1.4e-18	95.5	Binding
6192	268	SCN3A	C0003578	Apnoea	2.85	7.4e-09	6.3e-05	33.4	Binding
12232	3447	SCN3B	C1145670	Respiratory failure	3.52	5.9e-09	5e-05	33.9	Binding
12232	2629	SCN3B	C0340515	Myocardial depression	5.75	9.7e-19	9.1e-15	78.1	Binding
12232	2713	SCN3B	C0027769	Nervousness	2.17	8.4e-06	0.038	19.8	Antagonist
12232	703	SCN3B	C0018790	Cardiac arrest	3.08	2.7e-06	0.012	22	Antagonist
12232	908	SCN3B	C0009421	Coma	3.29	3.5e-10	3e-06	39.4	Binding
12232	703	SCN3B	C0018790	Cardiac arrest	3.71	6.3e-12	5.5e-08	47.2	Binding
12232	766	SCN3B	C0151560	Central nervous system stimulation	3.64	3.9e-14	3.5e-10	57.2	Binding
12232	4166	SCN3B	C0344232	Vision blurred	2.12	1e-09	8.5e-06	37.3	Binding
12232	268	SCN3B	C0003578	Apnoea	3.08	1.5e-07	0.0012	27.6	Binding
12232	2049	SCN3B	C0151692	Impaired healing	4.04	1.6e-11	1.4e-07	45.4	Binding
12232	2243	SCN3B	C0022568	Keratitis	4.9	4.7e-13	4.2e-09	52.3	Binding
12232	1530	SCN3B	C0854268	Foetal damage	6.53	7.3e-15	6.7e-11	60.5	Binding
12232	2713	SCN3B	C0027769	Nervousness	2.34	2.9e-09	2.5e-05	35.3	Binding
12232	2604	SCN3B	C0231530	Muscle twitching	3.2	1.1e-06	0.005	23.8	Antagonist
12232	908	SCN3B	C0009421	Coma	2.99	2.6e-06	0.012	22.1	Antagonist
12232	3580	SCN3B	C1325847	Sensitisation	5.16	2.9e-13	2.6e-09	53.3	Binding
12232	1213	SCN3B	C0013362	Dysarthria	3.68	9.2e-12	8.1e-08	46.5	Binding
12232	2604	SCN3B	C0231530	Muscle twitching	3.97	1e-12	9.2e-09	50.8	Binding
12232	2369	SCN3B	C0041657	Loss of consciousness	4.73	3.8e-11	3.3e-07	43.7	Binding
12232	2517	SCN3B	C0025637	Methaemoglobinaemia	5.21	5.6e-18	5.2e-14	74.7	Binding
12232	3220	SCN3B	C0700200	Presyncope	4.69	1.1e-11	5.7e-08	46.1	Antagonist
12232	1063	SCN3B	C1306577	Death	2.86	3.1e-07	0.0025	26.2	Binding
12232	766	SCN3B	C0151560	Central nervous system stimulation	3.13	1.9e-08	9.4e-05	31.6	Antagonist
12232	1213	SCN3B	C0013362	Dysarthria	3.18	5.9e-06	0.027	20.5	Antagonist
12232	985	SCN3B	C0010034	Corneal disorder	5.52	1.2e-13	1e-09	55.1	Binding
12232	2369	SCN3B	C0041657	Loss of consciousness	3.9	1.4e-06	0.0067	23.2	Antagonist
12232	3892	SCN3B	C0040264	Tinnitus	2.51	8e-08	0.00066	28.8	Binding
12232	1964	SCN3B	C0521592	Hypoaesthesia oral	5.96	8e-18	7.5e-14	73.9	Binding
12232	3447	SCN3B	C1145670	Respiratory failure	3.15	7.6e-06	0.034	20	Antagonist
12232	1964	SCN3B	C0521592	Hypoaesthesia oral	4.29	1.7e-07	0.00083	27.3	Antagonist
12232	3580	SCN3B	C1325847	Sensitisation	4.1	4.7e-07	0.0022	25.4	Antagonist
12232	2629	SCN3B	C0340515	Myocardial depression	4.5	8.1e-10	4e-06	37.7	Antagonist
12232	3220	SCN3B	C0700200	Presyncope	6.08	5.3e-23	5e-19	97.5	Binding
12232	2517	SCN3B	C0025637	Methaemoglobinaemia	3.84	7.2e-08	0.00034	29	Antagonist
6193	3220	SCN4A	C0700200	Presyncope	5.92	3.4e-22	3.2e-18	93.9	Binding
6193	2713	SCN4A	C0027769	Nervousness	2.33	2.6e-09	2.2e-05	35.5	Binding
6193	3892	SCN4A	C0040264	Tinnitus	2.44	2.1e-07	0.0017	27	Binding
6193	3580	SCN4A	C1325847	Sensitisation	4.08	5.3e-07	0.0025	25.1	Antagonist
6193	2604	SCN4A	C0231530	Muscle twitching	3.18	1.2e-06	0.0057	23.5	Antagonist
6193	766	SCN4A	C0151560	Central nervous system stimulation	3.11	2.3e-08	0.00011	31.2	Antagonist
6193	972	SCN4A	C0036572	Convulsion	1.8	3.9e-06	0.031	21.3	Binding
6193	2713	SCN4A	C0027769	Nervousness	2.16	9.8e-06	0.044	19.5	Antagonist
6193	3580	SCN4A	C1325847	Sensitisation	5.02	8.6e-13	7.7e-09	51.1	Binding
6193	766	SCN4A	C0151560	Central nervous system stimulation	3.54	1.5e-13	1.4e-09	54.5	Binding
6193	1213	SCN4A	C0013362	Dysarthria	3.58	2.8e-11	2.5e-07	44.3	Binding
6193	3447	SCN4A	C1145670	Respiratory failure	3.43	1.4e-08	0.00012	32.2	Binding
6193	908	SCN4A	C0009421	Coma	2.97	3e-06	0.014	21.8	Antagonist
6193	2369	SCN4A	C0041657	Loss of consciousness	4.6	9.7e-11	8.5e-07	41.9	Binding
6193	703	SCN4A	C0018790	Cardiac arrest	3.61	2e-11	1.7e-07	45	Binding
6193	1213	SCN4A	C0013362	Dysarthria	3.17	6.7e-06	0.03	20.3	Antagonist
6193	1063	SCN4A	C1306577	Death	2.78	6.7e-07	0.0053	24.7	Binding
6193	985	SCN4A	C0010034	Corneal disorder	5.37	3.5e-13	3.1e-09	52.9	Binding
6193	4166	SCN4A	C0344232	Vision blurred	1.94	5.2e-06	0.024	20.8	Antagonist
6193	3220	SCN4A	C0700200	Presyncope	4.66	1.4e-11	6.9e-08	45.7	Antagonist
6193	268	SCN4A	C0003578	Apnoea	2.99	3.2e-07	0.0026	26.1	Binding
6193	2629	SCN4A	C0340515	Myocardial depression	4.48	9.5e-10	4.7e-06	37.4	Antagonist
6193	908	SCN4A	C0009421	Coma	3.2	9.7e-10	8.3e-06	37.4	Binding
6193	703	SCN4A	C0018790	Cardiac arrest	3.06	3.1e-06	0.014	21.8	Antagonist
6193	2629	SCN4A	C0340515	Myocardial depression	5.59	4.5e-18	4.2e-14	75.1	Binding
6193	4166	SCN4A	C0344232	Vision blurred	2.16	1.4e-10	1.2e-06	41.2	Binding
6193	3447	SCN4A	C1145670	Respiratory failure	3.13	8.5e-06	0.038	19.8	Antagonist
6193	1964	SCN4A	C0521592	Hypoaesthesia oral	5.8	3.3e-17	3.1e-13	71.1	Binding
6193	2517	SCN4A	C0025637	Methaemoglobinaemia	5.07	2.5e-17	2.4e-13	71.7	Binding
6193	1964	SCN4A	C0521592	Hypoaesthesia oral	4.27	2e-07	0.00094	27.1	Antagonist
6193	2604	SCN4A	C0231530	Muscle twitching	3.86	3.3e-12	3e-08	48.5	Binding
6193	2369	SCN4A	C0041657	Loss of consciousness	3.88	1.6e-06	0.0075	23	Antagonist
6193	2049	SCN4A	C0151692	Impaired healing	3.93	4.5e-11	4e-07	43.4	Binding
6193	1530	SCN4A	C0854268	Foetal damage	6.35	2.3e-14	2.1e-10	58.3	Binding
6193	2243	SCN4A	C0022568	Keratitis	4.76	1.4e-12	1.3e-08	50.2	Binding
6193	2517	SCN4A	C0025637	Methaemoglobinaemia	3.82	8.2e-08	0.00039	28.8	Antagonist
6194	3892	SCN4B	C0040264	Tinnitus	2.46	6.2e-07	0.005	24.8	Binding
6194	972	SCN4B	C0036572	Convulsion	1.83	5.4e-06	0.042	20.7	Binding
6194	908	SCN4B	C0009421	Coma	2.99	2.6e-06	0.012	22.1	Antagonist
6194	2369	SCN4B	C0041657	Loss of consciousness	4.79	1.2e-10	1.1e-06	41.4	Binding
6194	3220	SCN4B	C0700200	Presyncope	4.69	1.1e-11	5.7e-08	46.1	Antagonist
6194	4166	SCN4B	C0344232	Vision blurred	2.11	6.2e-09	5.3e-05	33.8	Binding
6194	1964	SCN4B	C0521592	Hypoaesthesia oral	4.29	1.7e-07	0.00083	27.3	Antagonist
6194	2604	SCN4B	C0231530	Muscle twitching	3.2	1.1e-06	0.005	23.8	Antagonist
6194	2049	SCN4B	C0151692	Impaired healing	3.74	6.7e-09	5.6e-05	33.6	Binding
6194	703	SCN4B	C0018790	Cardiac arrest	3.53	8.9e-10	7.6e-06	37.6	Binding
6194	2369	SCN4B	C0041657	Loss of consciousness	3.9	1.4e-06	0.0067	23.2	Antagonist
6194	3220	SCN4B	C0700200	Presyncope	5.74	1e-18	9.6e-15	78	Binding
6194	985	SCN4B	C0010034	Corneal disorder	4.84	2e-09	1.7e-05	36	Binding
6194	2604	SCN4B	C0231530	Muscle twitching	3.75	2.7e-10	2.3e-06	39.9	Binding
6194	3447	SCN4B	C1145670	Respiratory failure	3.15	7.6e-06	0.034	20	Antagonist
6194	1213	SCN4B	C0013362	Dysarthria	3.33	1.4e-08	0.00011	32.2	Binding
6194	2243	SCN4B	C0022568	Keratitis	4.4	1.7e-09	1.4e-05	36.3	Binding
6194	2629	SCN4B	C0340515	Myocardial depression	5.61	1.8e-16	1.7e-12	67.8	Binding
6194	1530	SCN4B	C0854268	Foetal damage	5.53	1.4e-09	1.2e-05	36.7	Binding
6194	3580	SCN4B	C1325847	Sensitisation	4.91	5e-11	4.4e-07	43.2	Binding
6194	1213	SCN4B	C0013362	Dysarthria	3.18	5.9e-06	0.027	20.5	Antagonist
6194	766	SCN4B	C0151560	Central nervous system stimulation	3.55	2.5e-12	2.2e-08	49.1	Binding
6194	2713	SCN4B	C0027769	Nervousness	2.17	8.4e-06	0.038	19.8	Antagonist
6194	3447	SCN4B	C1145670	Respiratory failure	3.42	8.9e-08	0.00073	28.6	Binding
6194	3580	SCN4B	C1325847	Sensitisation	4.1	4.7e-07	0.0022	25.4	Antagonist
6194	2713	SCN4B	C0027769	Nervousness	2.31	2.5e-08	0.00021	31.1	Binding
6194	1964	SCN4B	C0521592	Hypoaesthesia oral	5.41	2.6e-13	2.3e-09	53.5	Binding
6194	908	SCN4B	C0009421	Coma	3.14	1.9e-08	0.00016	31.6	Binding
6194	2517	SCN4B	C0025637	Methaemoglobinaemia	4.89	2.1e-14	1.9e-10	58.4	Binding
6194	703	SCN4B	C0018790	Cardiac arrest	3.08	2.7e-06	0.012	22	Antagonist
6194	766	SCN4B	C0151560	Central nervous system stimulation	3.13	1.9e-08	9.4e-05	31.6	Antagonist
6194	2517	SCN4B	C0025637	Methaemoglobinaemia	3.84	7.2e-08	0.00034	29	Antagonist
6194	2629	SCN4B	C0340515	Myocardial depression	4.5	8.1e-10	4e-06	37.7	Antagonist
6195	2769	SCN5A	C0028738	Nystagmus	3.13	4e-07	0.0032	25.7	Binding
6195	1964	SCN5A	C0521592	Hypoaesthesia oral	3.79	8.4e-07	0.004	24.3	Antagonist
6195	268	SCN5A	C0003578	Apnoea	2.77	1.2e-07	0.00098	28	Binding
6195	2369	SCN5A	C0041657	Loss of consciousness	3.88	2.1e-09	1.8e-05	35.9	Binding
6195	3892	SCN5A	C0040264	Tinnitus	2.22	3.7e-07	0.003	25.8	Binding
6195	1213	SCN5A	C0013362	Dysarthria	3.54	2.5e-14	2.3e-10	58.1	Binding
6195	3956	SCN5A	C0040822	Tremor	1.72	4.6e-06	0.036	21	Binding
6195	2629	SCN5A	C0340515	Myocardial depression	4.58	4.7e-15	4.3e-11	61.4	Binding
6195	3220	SCN5A	C0700200	Presyncope	4.05	4.9e-10	2.4e-06	38.7	Antagonist
6195	3220	SCN5A	C0700200	Presyncope	4.98	9.4e-20	8.9e-16	82.7	Binding
6195	2243	SCN5A	C0022568	Keratitis	4.16	5e-12	4.4e-08	47.7	Binding
6195	766	SCN5A	C0151560	Central nervous system stimulation	2.91	1.4e-10	1.3e-06	41.1	Binding
6195	2604	SCN5A	C0231530	Muscle twitching	3.37	2.1e-11	1.9e-07	44.8	Binding
6195	1153	SCN5A	C0012569	Diplopia	3.55	3.4e-13	3.1e-09	53	Binding
6195	2713	SCN5A	C0027769	Nervousness	2.14	2.9e-09	2.4e-05	35.3	Binding
6195	703	SCN5A	C0018790	Cardiac arrest	2.96	8.6e-07	0.004	24.2	Antagonist
6195	2517	SCN5A	C0025637	Methaemoglobinaemia	3.35	8.4e-07	0.0039	24.3	Antagonist
6195	3447	SCN5A	C1145670	Respiratory failure	2.95	1.2e-07	0.001	28	Binding
6195	1213	SCN5A	C0013362	Dysarthria	3.29	1e-07	0.00049	28.3	Antagonist
6195	1964	SCN5A	C0521592	Hypoaesthesia oral	5.02	2.1e-16	2e-12	67.5	Binding
6195	703	SCN5A	C0018790	Cardiac arrest	3.46	1.9e-13	1.7e-09	54.1	Binding
6195	2517	SCN5A	C0025637	Methaemoglobinaemia	4.29	2.1e-15	2e-11	62.9	Binding
6195	3580	SCN5A	C1325847	Sensitisation	4.2	4.1e-11	3.6e-07	43.6	Binding
6195	908	SCN5A	C0009421	Coma	2.85	1.2e-06	0.0056	23.6	Antagonist
6195	2604	SCN5A	C0231530	Muscle twitching	2.92	2.3e-06	0.011	22.3	Antagonist
6195	985	SCN5A	C0010034	Corneal disorder	4.77	2.8e-13	2.5e-09	53.4	Binding
6195	2049	SCN5A	C0151692	Impaired healing	3.51	6.5e-11	5.6e-07	42.7	Binding
6195	766	SCN5A	C0151560	Central nervous system stimulation	2.67	1.2e-06	0.0055	23.6	Antagonist
6195	908	SCN5A	C0009421	Coma	2.95	3.2e-10	2.7e-06	39.6	Binding
6195	4139	SCN5A	C0042510	Ventricular fibrillation	5.97	1.5e-10	1.3e-06	41	Binding
6195	4166	SCN5A	C0344232	Vision blurred	1.91	6.4e-09	5.4e-05	33.7	Binding
6195	1063	SCN5A	C1306577	Death	2.54	6.5e-07	0.0052	24.8	Binding
6195	1530	SCN5A	C0854268	Foetal damage	5.1	1.4e-11	1.2e-07	45.7	Binding
6195	2629	SCN5A	C0340515	Myocardial depression	3.67	2.2e-07	0.001	26.8	Antagonist
6196	2517	SCN7A	C0025637	Methaemoglobinaemia	5.2	6.5e-18	6e-14	74.4	Binding
6196	703	SCN7A	C0018790	Cardiac arrest	3.07	2.9e-06	0.013	21.9	Antagonist
6196	2629	SCN7A	C0340515	Myocardial depression	5.73	1.1e-18	1.1e-14	77.8	Binding
6196	985	SCN7A	C0010034	Corneal disorder	5.5	1.3e-13	1.2e-09	54.9	Binding
6196	3220	SCN7A	C0700200	Presyncope	4.67	1.3e-11	6.5e-08	45.8	Antagonist
6196	3892	SCN7A	C0040264	Tinnitus	2.51	8.8e-08	0.00072	28.6	Binding
6196	2517	SCN7A	C0025637	Methaemoglobinaemia	3.83	7.8e-08	0.00038	28.8	Antagonist
6196	3580	SCN7A	C1325847	Sensitisation	5.15	3.2e-13	2.9e-09	53.1	Binding
6196	2049	SCN7A	C0151692	Impaired healing	4.03	1.8e-11	1.5e-07	45.2	Binding
6196	3447	SCN7A	C1145670	Respiratory failure	3.51	6.4e-09	5.4e-05	33.7	Binding
6196	1964	SCN7A	C0521592	Hypoaesthesia oral	5.94	9.2e-18	8.5e-14	73.7	Binding
6196	2713	SCN7A	C0027769	Nervousness	2.16	9.3e-06	0.042	19.6	Antagonist
6196	2369	SCN7A	C0041657	Loss of consciousness	3.88	1.5e-06	0.0072	23.1	Antagonist
6196	3580	SCN7A	C1325847	Sensitisation	4.09	5.1e-07	0.0024	25.2	Antagonist
