Index	UMLS_CUI	SE_name
2439	C0338831	Mania
2440	C0334634	Mantle cell lymphoma
2441	C0005959	Marrow hyperplasia
2442	C0424448	Masked facies
2443	C0577559	Mass
2444	C0854372	Mastication disorder
2445	C0024894	Mastitis
2446	C0024899	Mastocytosis
2447	C0024904	Mastoiditis
2448	C0428886	Mean arterial pressure
2449	C0520854	Mean arterial pressure decreased
2450	C0855791	Mean cell volume increased
2451	C1096368	Mean platelet volume decreased
2452	C0025007	Measles
2453	C2609041	Mechanical urticaria
2454	C0025061	Mediastinal disorder
2455	C0025064	Mediastinitis
2456	C0025063	Mediastinum neoplasm
2457	C1112353	Medical device complication
2458	C1096701	Medical device discomfort
2459	C2349423	Medication overuse headache
2460	C3665818	Medication residue present
2461	C0025160	Megacolon
2462	C0549398	Meibomianitis
2463	C0025222	Melaena
2464	C0027962	Melanocytic naevus
2465	C0221436	Melanoderma
2466	C0025209	Melanosis
2467	C0233794	Memory impairment
2468	C0025274	Menarche
2469	C0085740	Mendelson's syndrome
2470	C0025281	Meniere's disease
2471	C0025286	Meningioma
2472	C0281784	Meningioma benign
2473	C0025287	Meningism
2474	C0025289	Meningitis
2475	C0025290	Meningitis aseptic
2476	C0085437	Meningitis bacterial
2477	C0393444	Meningitis chemical
2478	C0085436	Meningitis cryptococcal
2479	C0025297	Meningitis viral
2480	C1261470	Meningocele
2481	C0019385	Meningoencephalitis herpetic
2482	C0025312	Meningomyelocele
2483	C0232943	Menometrorrhagia
2484	C0025319	Menopausal disorder
2485	C0236075	Menopausal symptoms
2486	C0025320	Menopause
2487	C0025323	Menorrhagia
2488	C0025345	Menstrual disorder
2489	C0240322	Menstruation delayed
2490	C0156404	Menstruation irregular
2491	C1306341	Mental disability
2492	C0004936	Mental disorder
2493	C0853895	Mental disorder due to a general medical condition
2494	C0025362	Mental retardation
2495	C0856054	Mental status changes
2496	C0267410	Mesenteric artery thrombosis
2497	C0151815	Mesenteric occlusion
2498	C1412000	Mesenteric vascular insufficiency
2499	C0025500	Mesothelioma
2500	C0220981	Metabolic acidosis
2501	C0220983	Metabolic alkalosis
2502	C0025517	Metabolic disorder
2503	C0006112	Metabolic encephalopathy
2504	C0524620	Metabolic syndrome
2505	C0274869	Metal poisoning
2506	C0265294	Metaphyseal dysplasia
2507	C0025568	Metaplasia
2508	C0686377	Metastases to central nervous system
2509	C0494165	Metastases to liver
2510	C0346989	Metastases to peritoneum
2511	C0684550	Metastases to spine
2512	C0027627	Metastasis
2513	C0860594	Metastatic malignant melanoma
2514	C2939419	Metastatic neoplasm
2515	C0857144	Metastatic pain
2516	C0278678	Metastatic renal cell carcinoma
2517	C0025637	Methaemoglobinaemia
2518	C0025874	Metrorrhagia
2519	C0730345	Microalbuminuria
2520	C0221021	Microangiopathic haemolytic anaemia
2521	C0155765	Microangiopathy
2522	C0025958	Microcephaly
2523	C0085576	Microcytic anaemia
2524	C0221265	Microcytosis
2525	C3665795	Microembolism
2526	C0015934	Microsomia
2527	C0042035	Micturition disorder
2528	C0085606	Micturition urgency
2529	C0029883	Middle ear effusion
2530	C0393761	Middle insomnia
2531	C0149931	Migraine
2532	C0338480	Migraine without aura
2533	C0345996	Milia
2534	C0026113	Miliaria
2535	C1955743	Mineralocorticoid deficiency
2536	C0026205	Miosis
2537	C1096176	Mitochondrial toxicity
2538	C0026265	Mitral valve disease
2539	C0026266	Mitral valve incompetence
2540	C0026272	Mixed connective tissue disease
2541	C1735647	Mixed liver injury
2542	C0859032	Moaning
2543	C0700572	Mobility decreased
2544	C0026393	Molluscum contagiosum
2545	C0158026	Monarthritis
2546	C1136085	Monoclonal gammopathy
2547	C0549536	Monocyte count decreased
2548	C0553698	Monocyte count increased
2549	C0085702	Monocytosis
2550	C0235880	Mononeuritis
2551	C0494491	Mononeuropathy
2552	C0270795	Monoparesis
2553	C0085622	Monoplegia
2554	C0085633	Mood swings
2555	C0555358	Morbid thoughts
2556	C1527383	Morphoea
2557	C0026603	Motion sickness
2558	C0234131	Motor dysfunction
2559	C0085084	Motor neurone disease
2560	C0029163	Mouth haemorrhage
2561	C0272426	Mouth injury
2562	C0149745	Mouth ulceration
2563	C0026650	Movement disorder
2564	C0006848	Mucocutaneous candidiasis
2565	C2242595	Mucosal atrophy
2566	C1096311	Mucosal discolouration
2567	C0854113	Mucosal dryness
2568	C0546343	Mucosal erosion
2569	C1167783	Mucosal excoriation
2570	C0854375	Mucosal haemorrhage
2571	C0333355	Mucosal inflammation
2572	C1963822	Mucosal pigmentation
2573	C0236053	Mucosal ulceration
2574	C0151785	Mucous membrane disorder
2575	C0241254	Mucous stools
2576	C0026766	Multi-organ failure
2577	C0393847	Multifocal motor neuropathy
2578	C0026751	Multiparous
2579	C0740281	Multiple allergies
2580	C0000772	Multiple congenital abnormalities
2581	C0016655	Multiple fractures
2582	C0032989	Multiple pregnancy
2583	C0026769	Multiple sclerosis
2584	C0856120	Multiple sclerosis relapse
2585	C0026846	Muscle atrophy
2586	C0235086	Muscle contractions involuntary
2587	C0009917	Muscle contracture
2588	C1141893	Muscle enzyme increased
2589	C0242979	Muscle fatigue
2590	C0877009	Muscle fibrosis
2591	C0151702	Muscle haemorrhage
2592	C0410256	Muscle injury
2593	C0240417	Muscle mass
2594	C0235957	Muscle necrosis
2595	C1142135	Muscle relaxant therapy
2596	C0026837	Muscle rigidity
2597	C0149732	Muscle rupture
2598	C0037763	Muscle spasms
2599	C0026838	Muscle spasticity
2600	C0080194	Muscle strain
2601	C0281913	Muscle swelling
2602	C0877322	Muscle tightness
2603	C0851647	Muscle tone disorder
2604	C0231530	Muscle twitching
2605	C0151786	Muscular weakness
2606	C0476280	Musculoskeletal chest pain
2607	C0281914	Musculoskeletal deformity
2608	C0948594	Musculoskeletal discomfort
2609	C0026857	Musculoskeletal disorder
2610	C0026858	Musculoskeletal pain
2611	C0948525	Musculoskeletal stiffness
2612	C0026884	Mutism
2613	C0231528	Myalgia
2614	C0026896	Myasthenia gravis
2615	C0549225	Myasthenic syndrome
2616	C0026918	Mycobacterial infection
2617	C0026916	Mycobacterium avium complex infection
2618	C1328428	Mycobacterium test
2619	C0026948	Mycosis fungoides
2620	C0026961	Mydriasis
2621	C0026975	Myelitis
2622	C0026976	Myelitis transverse
2623	C0026986	Myelodysplastic syndrome
2624	C1963864	Myelodysplastic syndrome transformation
2625	C0026987	Myelofibrosis
2626	C0023470	Myeloid leukaemia
2627	C0027013	Myeloid metaplasia
2628	C0027022	Myeloproliferative disorder
2629	C0340515	Myocardial depression
2630	C0877077	Myocardial haemorrhage
2631	C0027051	Myocardial infarction
2632	C0151744	Myocardial ischaemia
2633	C0018813	Myocardial rupture
2634	C0027059	Myocarditis
2635	C0014550	Myoclonic epilepsy
2636	C0027066	Myoclonus
2637	C0027073	Myofascial pain syndrome
2638	C0853875	Myoglobin urine present
2639	C1142397	Myoglobinaemia
2640	C0027080	Myoglobinuria
2641	C0026848	Myopathy
2642	C0154769	Myopathy toxic
2643	C0854532	Myopericarditis
2644	C0027092	Myopia
2645	C0027121	Myositis
2646	C0027125	Myotonia
2647	C0027134	Myringitis
2648	C0027145	Myxoedema
2649	C0268543	N-acetylglutamate synthase deficiency
2650	C0521476	Nail bed infection
2651	C0877183	Nail bed tenderness
2652	C0221345	Nail discolouration
2653	C0549229	Nail discomfort
2654	C0027339	Nail disorder
2655	C0221260	Nail dystrophy
2656	C0263536	Nail hypertrophy
2657	C0343026	Nail infection
2658	C1142520	Nail pigmentation
2659	C0423820	Nail ridging
2660	C1167686	Nail toxicity
2661	C0027404	Narcolepsy
2662	C0027424	Nasal congestion
2663	C0858259	Nasal discomfort
2664	C0028432	Nasal disorder
2665	C0231919	Nasal dryness
2666	C2718128	Nasal inflammation
2667	C0919894	Nasal mucosal disorder
2668	C0027429	Nasal obstruction
2669	C0919913	Nasal odour
2670	C0475765	Nasal oedema
2671	C0027430	Nasal polyps
2672	C0549397	Nasal septum deviation
2673	C0151790	Nasal septum disorder
2674	C0235761	Nasal septum perforation
2675	C0264268	Nasal septum ulceration
2676	C0264267	Nasal ulcer
2677	C0153392	Nasopharyngeal cancer
2678	C0027441	Nasopharyngitis
2679	C0027497	Nausea
2680	C0027531	Neck injury
2681	C0007859	Neck pain
2682	C0027540	Necrosis
2683	C0027543	Necrosis ischaemic
2684	C0948692	Necrotising colitis
2685	C1442826	Necrotising enterocolitis neonatal
2686	C0238124	Necrotising fasciitis
2687	C0027562	Negativism
2688	C0851883	Neisseria infection
2689	C0021290	Neonatal disorder
2690	C0877169	Neonatal hyponatraemia
2691	C0854706	Neonatal infection
2692	C1112613	Neonatal tachypnoea
2693	C0027651	Neoplasm
2694	C0006826	Neoplasm malignant
2695	C0178874	Neoplasm progression
2696	C0033578	Neoplasm prostate
2697	C0521158	Neoplasm recurrence
2698	C0037286	Neoplasm skin
2699	C0268732	Nephritic syndrome
2700	C0027697	Nephritis
2701	C0027709	Nephrocalcinosis
2702	C0162283	Nephrogenic diabetes insipidus
2703	C1619692	Nephrogenic systemic fibrosis
2704	C0392525	Nephrolithiasis
2705	C0022658	Nephropathy
2706	C0595916	Nephropathy toxic
2707	C0027719	Nephrosclerosis
2708	C0027726	Nephrotic syndrome
2709	C0273482	Nerve compression
2710	C0853150	Nerve conduction studies abnormal
2711	C0161479	Nerve injury
2712	C0027765	Nervous system disorder
2713	C0027769	Nervousness
2714	C0265962	Netherton's syndrome
2715	C0027794	Neural tube defect
2716	C0027796	Neuralgia
2717	C0027813	Neuritis
2718	C0027822	Neurodermatitis
2719	C0206093	Neuroectodermal neoplasm
2720	C0027830	Neurofibroma
2721	C0162678	Neurofibromatosis
2722	C0005697	Neurogenic bladder
2723	C0342311	Neuroglycopenia
2724	C0027849	Neuroleptic malignant syndrome
2725	C1112537	Neurological examination abnormal
2726	C0235031	Neurological symptom
2727	C0027858	Neuroma
2728	C0520758	Neuromuscular block prolonged
2729	C1262106	Neuromuscular toxicity
2730	C0027868	Neuromyopathy
2731	C0003892	Neuropathic arthropathy
2732	C0031117	Neuropathy peripheral
2733	C0027932	Neurosis
2734	C0235032	Neurotoxicity
2735	C0151478	Neurotransmitter level altered
2736	C0027947	Neutropenia
2737	C0400823	Neutropenic colitis
2738	C1167779	Neutropenic infection
2739	C0877153	Neutropenic sepsis
2740	C0853697	Neutrophil count decreased
2741	C0151683	Neutrophil count increased
2742	C0948333	Neutrophil percentage increased
2743	C3665444	Neutrophilia
2744	C1142272	Neutrophilic dermatosis
2745	C0028043	Nicotine dependence
2746	C0030783	Nicotinic acid deficiency
2747	C0028077	Night blindness
2748	C0028081	Night sweats
2749	C0028084	Nightmare
2750	C0405479	Nipple disorder
2751	C0240515	Nipple pain
2752	C0240520	Nipple swelling
2753	C0854100	Nitrogen balance negative
2754	C0028242	Nocardiosis
2755	C0028734	Nocturia
2756	C0344357	Nocturnal dyspnoea
2757	C0233931	Nocturnal emission
2758	C0264893	Nodal arrhythmia
2759	C0232208	Nodal rhythm
2760	C0020510	Nodular regenerative hyperplasia
2761	C0028259	Nodule
2762	C0476281	Non-cardiac chest pain
2763	C3241936	Non-cardiogenic pulmonary oedema
2764	C0024305	Non-Hodgkin's lymphoma
2765	C0007131	Non-small cell lung cancer
2766	C3203695	Noninfectious peritonitis
2767	C0271899	Normochromic normocytic anaemia
2768	C1320474	Nuchal rigidity
2769	C0028738	Nystagmus
2770	C0028754	Obesity
2771	C0006272	Obliterative bronchiolitis
2772	C0028768	Obsessive-compulsive disorder
2773	C0009595	Obsessive-compulsive personality disorder
2774	C0233697	Obsessive rumination
2775	C0679048	Obsessive thoughts
2776	C0405139	Obstetric procedure complication
2777	C0028778	Obstruction
2778	C0600260	Obstructive airways disorder
2779	C0007863	Occipital neuralgia
2780	C0877047	Occult blood positive
2781	C0028817	Ochronosis
2782	C0948595	Ocular discomfort
2783	C0155169	Ocular hyperaemia
2784	C0028840	Ocular hypertension
2785	C1141938	Ocular icterus
2786	C1557335	Ocular surface disease
2787	C1262036	Ocular toxicity
2788	C0948522	Ocular vascular disorder
2789	C0085637	Oculogyric crisis
2790	C0236036	Oculomucocutaneous syndrome
2791	C1963718	Oculorespiratory syndrome
2792	C0221150	Odynophagia
2793	C0013604	Oedema
2794	C0013608	Oedema due to cardiac disease
2795	C0151604	Oedema genital
2796	C0236065	Oedema mouth
2797	C0521481	Oedema mucosal
2798	C0085649	Oedema peripheral
2799	C0014848	Oesophageal achalasia
2800	C0014850	Oesophageal atresia
2801	C0239295	Oesophageal candidiasis
2802	C0152018	Oesophageal carcinoma
2803	C1096082	Oesophageal discomfort
2804	C0014852	Oesophageal disorder
2805	C0239293	Oesophageal haemorrhage
2806	C0743575	Oesophageal irritation
2807	C0014858	Oesophageal motility disorder
2808	C0014859	Oesophageal neoplasm
2809	C0239296	Oesophageal obstruction
2810	C1536009	Oesophageal oedema
2811	C0221727	Oesophageal pain
2812	C0014860	Oesophageal perforation
2813	C0281839	Oesophageal rupture
2814	C0014863	Oesophageal spasm
2815	C0014866	Oesophageal stenosis
2816	C0151970	Oesophageal ulcer
2817	C0155789	Oesophageal varices haemorrhage
2818	C0014868	Oesophagitis
2819	C2586050	Oesophagitis ulcerative
2820	C0860851	Oestradiol increased
2821	C0853662	Oestrogen deficiency
2822	C0877035	Oestrogenic effect
2823	C0079924	Oligohydramnios
2824	C0028949	Oligomenorrhoea
2825	C0028961	Oliguria
2826	C0546956	Onychoclasis
2827	C0085661	Onycholysis
2828	C0263540	Onychomadesis
2829	C0040261	Onychomycosis
2830	C0019357	Ophthalmic herpes simplex
2831	C0019364	Ophthalmic herpes zoster
2832	C0029089	Ophthalmoplegia
2833	C0151818	Opisthotonus
2834	C0029118	Opportunistic infection
2835	C0029124	Optic atrophy
2836	C1112376	Optic disc vascular disorder
2837	C0155305	Optic ischaemic neuropathy
2838	C0852952	Optic nerve cupping
2839	C0029132	Optic nerve disorder
2840	C0029134	Optic neuritis
2841	C0006849	Oral candidiasis
2842	C0399459	Oral discomfort
2843	C0026636	Oral disorder
2844	C0877048	Oral fungal infection
2845	C0341012	Oral herpes
2846	C0555971	Oral infection
2847	C0399461	Oral mucosa erosion
2848	C0853945	Oral mucosal blistering
2849	C0853939	Oral mucosal discolouration
2850	C1536052	Oral mucosal exfoliation
2851	C0026640	Oral neoplasm
2852	C0347197	Oral neoplasm benign
2853	C0221776	Oral pain
2854	C1262299	Oral papilloma
2855	C0948521	Oral pruritus
2856	C1112257	Oral pustule
2857	C1142072	Oral toxicity
2858	C0424813	Orbital oedema
2859	C0029191	Orchitis
2860	C1142011	Orchitis noninfective
2861	C0349410	Organ failure
2862	C0264383	Organising pneumonia
2863	C0029261	Orgasm abnormal
2864	C0948856	Orgasmic sensation decreased
2865	C2242577	Oromandibular dystonia
2866	C2242576	Oropharyngeal blistering
2867	C0919659	Oropharyngeal candidiasis
2868	C2363730	Oropharyngeal discomfort
2869	C2363731	Oropharyngeal pain
2870	C0234952	Oropharyngeal spasm
2871	C0280313	Oropharyngeal squamous cell carcinoma
2872	C0853908	Oropharyngeal swelling
2873	C0085619	Orthopnoea
2874	C0544618	Orthostatic hypertension
2875	C0020651	Orthostatic hypotension
2876	C1535893	Orthostatic intolerance
2877	C0422980	Oscillopsia
2878	C2721559	Osmotic demyelination syndrome
2879	C0029400	Osteitis
2880	C0029408	Osteoarthritis
2881	C0919840	Osteocalcin increased
2882	C0029429	Osteochondrosis
2883	C0264009	Osteodystrophy
2884	C0029434	Osteogenesis imperfecta
2885	C0221204	Osteolysis
2886	C0029442	Osteomalacia
2887	C0029443	Osteomyelitis
2888	C0029445	Osteonecrosis
2889	C2711248	Osteonecrosis of jaw
2890	C0029453	Osteopenia
2891	C0029456	Osteoporosis
2892	C0521170	Osteoporotic fracture
2893	C0029463	Osteosarcoma
2894	C0278512	Osteosarcoma metastatic
2895	C0029464	Osteosclerosis
2896	C0029878	Otitis externa
2897	C0029882	Otitis media
2898	C0271429	Otitis media acute
2899	C0271441	Otitis media chronic
2900	C0155540	Otorrhoea
2901	C0155428	Otosalpingitis
2902	C0235280	Ototoxicity
2903	C0404445	Ovarian atrophy
2904	C1140680	Ovarian cancer
2905	C0029927	Ovarian cyst
2906	C0029928	Ovarian disorder
2907	C0392039	Ovarian enlargement
2908	C0747102	Ovarian failure
2909	C0854954	Ovarian germ cell teratoma benign
2910	C1696704	Ovarian haemorrhage
2911	C0085083	Ovarian hyperstimulation syndrome
2912	C0919267	Ovarian neoplasm
2913	C0029944	Overdose
2914	C1411873	Ovulation disorder
2915	C0152149	Ovulation pain
2916	C0746961	Oxygen saturation decreased
2917	C0030193	Pain
2918	C0030196	Pain in extremity
2919	C0236000	Pain in jaw
2920	C0241136	Pain of skin
2921	C0278107	Painful ejaculation
2922	C0233973	Painful erection
2923	C0423729	Painful respiration
2924	C0030232	Pallor
2925	C0549410	Palmar-plantar erythrodysaesthesia syndrome
2926	C0014745	Palmar erythema
2927	C0151190	Palpable purpura
2928	C0030252	Palpitations
2929	C0238334	Pancreatic abscess
2930	C0235974	Pancreatic carcinoma
2931	C0030286	Pancreatic disorder
2932	C0855440	Pancreatic enzymes abnormal
2933	C0549369	Pancreatic enzymes increased
2934	C0030293	Pancreatic insufficiency
2935	C0267953	Pancreatic necrosis
2936	C0030297	Pancreatic neoplasm
2937	C0030299	Pancreatic pseudocyst
2938	C0030305	Pancreatitis
2939	C0001339	Pancreatitis acute
2940	C0149521	Pancreatitis chronic
2941	C0267940	Pancreatitis haemorrhagic
2942	C0267941	Pancreatitis necrotising
2943	C0030312	Pancytopenia
2944	C0086769	Panic attack
2945	C0030319	Panic disorder
2946	C0030318	Panic reaction
2947	C0030326	Panniculitis
2948	C0030332	Panophthalmitis
2949	C0155713	Papillary muscle rupture
2950	C0238463	Papillary thyroid cancer
2951	C0030353	Papilloedema
2952	C0030354	Papilloma
2953	C0332563	Papule
2954	C0030409	Paracoccidioides infection
2955	C0221733	Paradoxical pressor response
2956	C0030554	Paraesthesia
2957	C0521591	Paraesthesia oral
2958	C0302507	Parainfluenzae virus infection
2959	C0522224	Paralysis
2960	C0085620	Paralysis flaccid
2961	C1112369	Paranasal sinus hypersecretion
2962	C1456784	Paranoia
2963	C0221166	Paraparesis
2964	C0030486	Paraplegia
2965	C0030489	Paraproteinaemia
2966	C0030508	Parasomnia
2967	C0030517	Parathyroid disorder
2968	C0030521	Parathyroid tumour
2969	C0154041	Parathyroid tumour benign
2970	C0030552	Paresis
2971	C0030567	Parkinson's disease
2972	C0427160	Parkinsonian gait
2973	C1112182	Parkinsonian rest tremor
2974	C0242422	Parkinsonism
2975	C0030578	Paronychia
2976	C1510410	Parosmia
2977	C0549334	Parotid duct obstruction
2978	C0341047	Parotid gland enlargement
2979	C2242496	Parotid gland inflammation
2980	C0030583	Parotitis
2981	C0024790	Paroxysmal nocturnal haemoglobinuria
2982	C0751495	Partial seizures
2983	C1619718	Partner stress
2984	C0013274	Patent ductus arteriosus
2985	C0853847	Pathogen resistance
2986	C0030662	Pathological gambling
2987	C0391839	PCO2
2988	C0016842	Pectus excavatum
2989	C1328358	Pedal pulse decreased
2990	C0030781	Peliosis hepatis
2991	C0521619	Pelvi-ureteric obstruction
2992	C0030785	Pelvic abscess
2993	C1535975	Pelvic discomfort
2994	C0341753	Pelvic fibrosis
2995	C0149531	Pelvic fracture
2996	C0475319	Pelvic haematoma
2997	C1504419	Pelvic haemorrhage
2998	C0030790	Pelvic infection
2999	C0242172	Pelvic inflammatory disease
3000	C0030793	Pelvic neoplasm
3001	C0030794	Pelvic pain
3002	C0549288	Pelvic venous thrombosis
3003	C0030805	Pemphigoid
3004	C0030807	Pemphigus
3005	C2938970	Penile curvature
3006	C0232861	Penile discharge
3007	C2938972	Penile haematoma
3008	C0269002	Penile haemorrhage
3009	C0581395	Penile infection
3010	C0156308	Penile oedema
3011	C0497481	Penile pain
3012	C1282799	Penile swelling
3013	C0030846	Penis disorder
3014	C0030920	Peptic ulcer
3015	C0030922	Peptic ulcer haemorrhage
3016	C0030925	Peptic ulcer perforation
3017	C0877406	Performance status decreased
3018	C0031037	Periarthritis
3019	C0265122	Pericardial disease
3020	C0031039	Pericardial effusion
3021	C0019064	Pericardial haemorrhage
3022	C0232267	Pericardial rub
3023	C0031046	Pericarditis
3024	C0031048	Pericarditis constrictive
3025	C0263111	Perineal abscess
3026	C3544174	Perineal injury
3027	C0240717	Perineal pain
3028	C1167868	Perinephric collection
3029	C0236023	Periodontal destruction
3030	C0031090	Periodontal disease
3031	C0031099	Periodontitis
3032	C0520723	Periorbital haematoma
3033	C0151205	Periorbital oedema
3034	C0031111	Periostitis
3035	C1306889	Peripheral arterial occlusive disease
3036	C1112413	Peripheral artery aneurysm
3037	C3495797	Peripheral artery stenosis
3038	C1407280	Peripheral artery thrombosis
3039	C0277925	Peripheral coldness
3040	C0856049	Peripheral embolism
3041	C0235490	Peripheral ischaemia
3042	C0235025	Peripheral motor neuropathy
3043	C0262593	Peripheral nerve injury
3044	C1142028	Peripheral nerve palsy
3045	C1112256	Peripheral sensorimotor neuropathy
3046	C0151313	Peripheral sensory neuropathy
3047	C0085096	Peripheral vascular disorder
3048	C0267566	Perirectal abscess
3049	C0473124	Perirenal haematoma
3050	C0156181	Peritoneal adhesions
3051	C1868771	Peritoneal cloudy effluent
3052	C0019065	Peritoneal haemorrhage
3053	C0031154	Peritonitis
3054	C0341503	Peritonitis bacterial
3055	C0031157	Peritonsillar abscess
3056	C0877267	Peritonsillitis
3057	C0023529	Periventricular leukomalacia
3058	C0270810	Peroneal nerve palsy
3059	C0233651	Perseveration
3060	C0031190	Persistent foetal circulation
3061	C0240735	Personality change
3062	C0031212	Personality disorder
3063	C0043167	Pertussis
3064	C0031256	Petechiae
3065	C0014553	Petit mal epilepsy
3066	C0030848	Peyronie's disease
3067	C0854059	pH urine decreased
3068	C0854058	pH urine increased
3069	C3495442	Phantom pain
3070	C0031345	Pharyngeal disorder
3071	C0455899	Pharyngeal erythema
3072	C0576995	Pharyngeal haemorrhage
3073	C0749389	Pharyngeal lesion
3074	C0236024	Pharyngeal oedema
3075	C0031350	Pharyngitis
3076	C0036689	Pharyngitis streptococcal
3077	C0031485	Phenylketonuria
3078	C0345326	Phimosis
3079	C0031542	Phlebitis
3080	C0750876	Phlebitis superficial
3081	C0333494	Phlebosclerosis
3082	C0349231	Phobia
3083	C0003910	Phonological disorder
3084	C0751466	Phonophobia
3085	C0920193	Photodermatosis
3086	C0406209	Photoonycholysis
3087	C0085636	Photophobia
3088	C0085635	Photopsia
3089	C0162830	Photosensitivity reaction
3090	C0740319	Physical assault
3091	C0031873	Pica
3092	C1271398	Pigment dispersion syndrome
3093	C0549567	Pigmentation disorder
3094	C0031924	Piloerection
3095	C0031925	Pilonidal cyst
3096	C0221406	Pituitary-dependent Cushing's syndrome
3097	C0342406	Pituitary haemorrhage
3098	C0342405	Pituitary infarction
3099	C0032019	Pituitary tumour
3100	C0496901	Pituitary tumour benign
3101	C0162852	Pityriasis lichenoides et varioliformis acuta
3102	C0032045	Placental disorder
3103	C0240773	Plantar erythema
3104	C0149756	Plantar fasciitis
3105	C0023484	Plasma cell leukaemia
3106	C0026764	Plasma cell myeloma
3107	C0032131	Plasmacytoma
3108	C0858318	Plasmodium falciparum infection
3109	C0541767	Platelet aggregation abnormal
3110	C2745924	Platelet aggregation increased
3111	C0919737	Platelet aggregation inhibition
3112	C0580317	Platelet count abnormal
3113	C0392386	Platelet count decreased
3114	C0427564	Platelet count normal
3115	C0005818	Platelet disorder
3116	C0679429	Platelet dysfunction
3117	C0221147	Platelet production decreased
3118	C1611162	Plateletcrit decreased
3119	C0032226	Pleural disorder
3120	C0032227	Pleural effusion
3121	C2720436	Pleural fibrosis
3122	C0919907	Pleural infection
3123	C0032230	Pleural rub
3124	C0032231	Pleurisy
3125	C0008033	Pleuritic pain
3126	C1167732	Pleuropericarditis
3127	C0520821	Pleurothotonus
3128	C0333139	Pneumatosis
3129	C1112565	Pneumatosis intestinalis
3130	C0276908	Pneumocystis jirovecii infection
3131	C1535939	Pneumocystis jirovecii pneumonia
3132	C0025062	Pneumomediastinum
3133	C0032285	Pneumonia
3134	C0155866	Pneumonia anthrax
3135	C0032290	Pneumonia aspiration
3136	C0004626	Pneumonia bacterial
3137	C0276253	Pneumonia cytomegaloviral
3138	C0339961	Pneumonia fungal
3139	C0519030	Pneumonia klebsiella
3140	C0032302	Pneumonia mycoplasmal
3141	C0155862	Pneumonia streptococcal
3142	C0032319	Pneumopericardium
3143	C0032320	Pneumoperitoneum
3144	C0032326	Pneumothorax
3145	C0221281	Poikilocytosis
3146	C0032343	Poisoning
3147	C0032371	Poliomyelitis
3148	C0042023	Pollakiuria
3149	C0031036	Polyarteritis nodosa
3150	C0162323	Polyarthritis
3151	C0032460	Polycystic ovaries
3152	C0032461	Polycythaemia
3153	C0032463	Polycythaemia vera
3154	C0152427	Polydactyly
3155	C0085602	Polydipsia
3156	C0395005	Polydipsia psychogenic
3157	C0020224	Polyhydramnios
3158	C0032519	Polymenorrhoea
3159	C0031736	Polymorphic light eruption
3160	C0032533	Polymyalgia rheumatica
3161	C0085655	Polymyositis
3162	C0152025	Polyneuropathy
3163	C1696946	Polyomavirus-associated nephropathy
3164	C0032584	Polyp
3165	C0151859	Polyserositis
3166	C0032617	Polyuria
3167	C0520547	Poor peripheral circulation
3168	C1262141	Poor quality sleep
3169	C0162565	Porphyria acute
3170	C0853026	Porphyria non-acute
3171	C0032708	Porphyrin metabolism disorder
3172	C0020541	Portal hypertension
3173	C0155773	Portal vein thrombosis
3174	C3203531	Post-traumatic neck syndrome
3175	C1611174	Post-traumatic pain
3176	C1740793	Post-tussive vomiting
3177	C0032768	Post herpetic neuralgia
3178	C1262010	Post lumbar puncture syndrome
3179	C1141930	Post procedural complication
3180	C2363914	Post procedural constipation
3181	C1112773	Post procedural diarrhoea
3182	C0948693	Post procedural discharge
3183	C1328411	Post procedural haematoma
3184	C0919874	Post procedural haemorrhage
3185	C1868855	Post procedural infection
3186	C1504411	Post procedural oedema
3187	C1737224	Post procedural swelling
3188	C0277919	Post thrombotic syndrome
3189	C0432487	Post transplant lymphoproliferative disorder
3190	C1444680	Posterior capsule opacification
3191	C3160858	Posterior reversible encephalopathy syndrome
3192	C0234543	Postictal state
3193	C1142492	Postinfarction angina
3194	C0032776	Postmenopausal haemorrhage
3195	C0424786	Postoperative fever
3196	C0400877	Postoperative ileus
3197	C0877305	Postoperative wound complication
3198	C0038941	Postoperative wound infection
3199	C0034040	Postpartum disorder
3200	C0032797	Postpartum haemorrhage
3201	C1299624	Postural orthostatic tachycardia syndrome
3202	C0231471	Posture abnormal
3203	C0032914	Pre-eclampsia
3204	C0521987	Pre-existing disease
3205	C0034013	Precocious puberty
3206	C0032961	Pregnancy
3207	C0151865	Pregnancy test false positive
3208	C0240802	Pregnancy test positive
3209	C1696708	Prehypertension
3210	C0021294	Premature baby
3211	C0151526	Premature delivery
3212	C0033038	Premature ejaculation
3213	C0022876	Premature labour
3214	C0025322	Premature menopause
3215	C0015944	Premature rupture of membranes
3216	C0000832	Premature separation of placenta
3217	C0033046	Premenstrual syndrome
3218	C0033075	Presbyopia
3219	C0233718	Pressure of speech
3220	C0700200	Presyncope
3221	C0033117	Priapism
3222	C0700502	Primary hypothyroidism
3223	C0002963	Prinzmetal angina
3224	C1141861	Procedural complication
3225	C3203457	Procedural haemorrhage
3226	C1328332	Procedural hypertension
3227	C1262109	Procedural hypotension
3228	C1868752	Procedural nausea
3229	C1619712	Procedural pain
3230	C0549430	Procedural site reaction
3231	C0034886	Proctalgia
3232	C0033246	Proctitis
3233	C0149976	Proctitis herpes
3234	C2937222	Proctitis ulcerative
3235	C0033247	Proctocolitis
